Title,Price,Area,Category,Size,Bedrooms,Bathrooms
"Desa Satu Apartment, Desa Aman Puri, Kepong, Bandar Sri Damansara",RM 160 000,KEPONG,Apartments,657 sq.ft.,3 Bedrooms,2 Bathrooms
"[Good Condition] Vista Mutiara Condo, Kepong",RM 350 000,KEPONG,Apartments,1001 sq.ft.,3 Bedrooms,2 Bathrooms
"Mizumi Residence New Condo, Kepong",RM 488 000,KEPONG,Apartments,901 sq.ft.,3 Bedrooms,2 Bathrooms
[Fully Renovated] / Suria KIP Apt / Freehold / Kepong / Partly Furnish,RM 305 000,KEPONG,Apartments,978 sq.ft.,3 Bedrooms,2 Bathrooms
Desa Satu Aman Puri Freehold NEW Renovated Rumah Kahwin 120% loan,RM 170 000,KEPONG,Apartments,650 sq.ft.,3 Bedrooms,2 Bathrooms
"The Henge Residence Kepong,Metropolitan Lake Garden,Aset Kayamas,ready",RM 450 000,KEPONG,Apartments,1100 sq.ft.,3 Bedrooms,2 Bathrooms
"Kepong Sentral Condominium, Kepong Central, Beside Ktm Station, Mrt 2",RM 298 000,KEPONG,Apartments,976 sq.ft.,2 Bedrooms,3 Bathrooms
"Fortune Court Apartment, Kepong",RM 230 000,KEPONG,Apartments,882 sq.ft.,3 Bedrooms,2 Bathrooms
"Three33 residence , kepong baru, kuala lumpur",RM 590 000,KEPONG,Apartments,880 sq.ft.,3 Bedrooms,2 Bathrooms
Apartment kepong 100% loan,RM 150 000,KEPONG,Apartments,650 sq.ft.,3 Bedrooms,2 Bathrooms
Kepong Sentral Condominium -Direct access to MRR2 & Duke Highway,RM 359 000,KEPONG,Apartments,962 sq.ft.,3 Bedrooms,2 Bathrooms
{Vista Mutiara} Condominium Full Furnished Renovated,RM 368 000,KEPONG,Apartments,1001 sq.ft.,3 Bedrooms,2 Bathrooms
Kepong sentral central mrt KEPONG ktm sri ehsan below market DAMAI,RM 250 000,KEPONG,Apartments,962 sq.ft.,3 Bedrooms,2 Bathrooms
Fortune Court Shop Apartment For Sale,RM 245 000,KEPONG,Apartments,935 sq.ft.,3 Bedrooms,2 Bathrooms
Kepong Sentral Condominium - niew view,RM 358 000,KEPONG,Apartments,962 sq.ft.,3 Bedrooms,2 Bathrooms
Vista Mutiara Condo Kepong Kuala Lumpur Renovated (1K Booking),RM 350 000,KEPONG,Apartments,1001 sq.ft.,3 Bedrooms,2 Bathrooms
Aman Putra Apartment Jinjang Kepong Full Reno (1K Booking + Full Loan),RM 208 000,KEPONG,Apartments,720 sq.ft.,3 Bedrooms,2 Bathrooms
"Three33 Residence Kepong Baru , Kuala Lumpur For Sale (2Parking )",RM 620 000,KEPONG,Apartments,880 sq.ft.,3 Bedrooms,2 Bathrooms
"Vista Saujana Apartment Kepong , Below Market [1K Booking +Full Loan]",RM 260 000,KEPONG,Apartments,955 sq.ft.,3 Bedrooms,2 Bathrooms
Nice & Clean Well Maintain Kepong Sentral Condo Below Market+Fullloan,RM 310 000,KEPONG,Apartments,962 sq.ft.,3 Bedrooms,2 Bathrooms
"Kepong Sentral , kepong central Condo Below Market (1k Booking)",RM 260 000,KEPONG,Apartments,962 sq.ft.,3 Bedrooms,2 Bathrooms
Vista Magna Kepong For Sale [1K Booking Only + Full Loan + Cash Back],RM 310 000,KEPONG,Apartments,855 sq.ft.,3 Bedrooms,2 Bathrooms
"Three33 residence ,kepong baru , kuala lumpur (Fully Renovated) ACTUAL",RM 720 000,KEPONG,Apartments,912 sq.ft.,3 Bedrooms,2 Bathrooms
Fortune Perdana Condo For Sale Kepong (1k Booking Only),RM 480 000,KEPONG,Apartments,1027 sq.ft.,3 Bedrooms,2 Bathrooms
MURAH Apartment Desa Satu Aman Puri Kepong Taman Ehsan,RM 160 000,KEPONG,Apartments,655 sq.ft.,3 Bedrooms,2 Bathrooms
Kepong Pelangi Magna Apartment,RM 210 000,KEPONG,Apartments,850 sq.ft.,3 Bedrooms,2 Bathrooms
New kepong sentral condominium( cheapest in Town),RM 280 000,KEPONG,Apartments,962 sq.ft.,3 Bedrooms,2 Bathrooms
"BELOW MARKET VALUE! Ixora Condo, Aman Puri Kepong",RM 235 000,KEPONG,Apartments,905 sq.ft.,3 Bedrooms,2 Bathrooms
 Kepong Vista Mutiara for sale，Kepong,RM 368 000,KEPONG,Apartments,1001 sq.ft.,3 Bedrooms,2 Bathrooms
Kepong Sentral Condo [SKIM RUMAH PERTAMA] MRT Link KL Kepong Selayang,RM 280 000,KEPONG,Apartments,962 sq.ft.,3 Bedrooms,2 Bathrooms
Puncak Desa Apartment [RUMAH MAMPU MILIK] KTM MRT Link KL Kepong,RM 200 000,KEPONG,Apartments,826 sq.ft.,3 Bedrooms,2 Bathrooms
"(Facing FRIM) The Henge Condo, The Henge, Kepong, Selayang",RM 460 000,KEPONG,Apartments,1100 sq.ft.,3 Bedrooms,2 Bathrooms
Vista Mutiara Kepong |Nice condition | Renovated,RM 398 000,KEPONG,Apartments,1128 sq.ft.,3 Bedrooms,2 Bathrooms
Desa Satu Apartment di Desa Aman Puri Kepong +renovation+touch up,RM 155 000,KEPONG,Apartments,680 sq.ft.,3 Bedrooms,2 Bathrooms
"Apartment saujana ria ,taman wangsa permai, kepong",RM 155 000,KEPONG,Apartments,650 sq.ft.,3 Bedrooms,1 Bathroom
[HOC2021]Next to Kepong 15Min[0% D/P] F/H Condo [Monthly 1800+-],RM 430 000,KEPONG,Apartments,1400 sq.ft.,3 Bedrooms,2 Bathrooms
Below Bank | Puncak Desa Kepong Shop Apartment Near MRT Kepong Sentral,RM 155 000,KEPONG,Apartments,750 sq.ft.,3 Bedrooms,2 Bathrooms
"Scenaria North Kiara Condo, 1250sf 3+1 rooms unblocked view",RM 720 000,KEPONG,Apartments,1250 sq.ft.,4 Bedrooms,3 Bathrooms
"1300sf 3+1 room corner unit, pool view Scenaria Condo, Segambut Kepong",RM 890 000,KEPONG,Apartments,1300 sq.ft.,4 Bedrooms,3 Bathrooms
"Pangsapuri Mutiara Magna, Metro Prima, Kepong",RM 188 000,KEPONG,Apartments,650 sq.ft.,3 Bedrooms,2 Bathrooms
Desa Satu Apartment Kepong Aman Puri Freehold Good Condition Cheapest,RM 150 000,KEPONG,Apartments,660 sq.ft.,3 Bedrooms,2 Bathrooms
Kepong Sentral Condo CASH BACK Up RM80K New Refurbished FULL LOAN UNIT,RM 280 000,KEPONG,Apartments,962 sq.ft.,3 Bedrooms,2 Bathrooms
Vista Mutiara Condominium Full Furnished Renovated Kepong nearby MRT,RM 390 000,KEPONG,Apartments,1081 sq.ft.,3 Bedrooms,2 Bathrooms
Azelia residence Bandar Sri Damansara,RM 535 000,KEPONG,Apartments,614 sq.ft.,1 Bedroom,1 Bathroom
"Ixora Condominium, Wangsa Permai, Kepong, 905sqft, Guarded, Furnish",RM 235 000,KEPONG,Apartments,905 sq.ft.,3 Bedrooms,2 Bathrooms
MURAH ! Apartment Saujana Ria Wangsa Permai Kepong,RM 155 000,KEPONG,Apartments,650 sq.ft.,3 Bedrooms,1 Bathroom
Perdana puri apartment level 1 kepong,RM 310 000,KEPONG,Apartments,904 sq.ft.,3 Bedrooms,2 Bathrooms
"Ixora Apartment On Top Hill In Taman Wangsa Permai, Kepong",RM 230 000,KEPONG,Apartments,935 sq.ft.,3 Bedrooms,2 Bathrooms
CHEAPEST - Cass Prima Condo Kepong,RM 400 000,KEPONG,Apartments,1150 sq.ft.,5 Bedrooms,2 Bathrooms
"Ixora Apartment In Taman Wangsa Permai, Kepong",RM 280 000,KEPONG,Apartments,941 sq.ft.,3 Bedrooms,2 Bathrooms
Shop Apartment 935sf : Taman Pusat Kepong : KL : Good ROI,RM 165 000,KEPONG,Apartments,935 sq.ft.,3 Bedrooms,2 Bathrooms
"Scenaria North Kiara, Segambut Kepong, 1250sf fully furnished KL view",RM 800 000,KEPONG,Apartments,1250 sq.ft.,4 Bedrooms,3 Bathrooms
2021 Desa Satu aman puri +DEPO RM1K+ MESTI DAPAT FULL LOAN (RENO),RM 149 000,KEPONG,Apartments,655 sq.ft.,3 Bedrooms,2 Bathrooms
Wts: apartment mutiara magna kepong kuala lumpur,RM 250 000,KEPONG,Apartments,850 sq.ft.,3 Bedrooms,2 Bathrooms
Casa Prima Kepong Welt Kept Nice Condition,RM 350 000,KEPONG,Apartments,1100 sq.ft.,3 Bedrooms,2 Bathrooms
NEW TERMURAH CANTIK Fortune Centra Residences Kepong KL,RM 470 000,KEPONG,Apartments,775 sq.ft.,2 Bedrooms,2 Bathrooms
MUST VIEW NICE CLEAN Aman Puri Apartment,RM 303 000,KEPONG,Apartments,904 sq.ft.,3 Bedrooms,2 Bathrooms
".✔️GOT Parking, Lif, Guard *RENO NEGO* Kepong Jinjang GREENVIEW KL",RM 195 000,KEPONG,Apartments,855 sq.ft.,3 Bedrooms,2 Bathrooms
.✔️FULOAN 30k Rebat *Basic/Reno* jinjang GREENVIEW Kepong ,RM 173 000,KEPONG,Apartments,855 sq.ft.,3 Bedrooms,2 Bathrooms
Hot Unit🔥 Hot Location🔥 Plaza Metro Prima Apartment For Sale,RM 340 000,KEPONG,Apartments,1010 sq.ft.,3 Bedrooms,2 Bathrooms
Kl lakeville balcony unit for sale with 4room2bath2carpark,RM 845 000,KEPONG,Apartments,1334 sq.ft.,4 Bedrooms,2 Bathrooms
"Aman dua apartment , Aman puri Kepong Freehold Corner Lot( 1k Booking)",RM 265 000,KEPONG,Apartments,841 sq.ft.,3 Bedrooms,2 Bathrooms
"Three33 Residence, Kepong (BRAND NEW HIGH FLOOR CORNER UNIT)",RM 630 000,KEPONG,Apartments,880 sq.ft.,3 Bedrooms,2 Bathrooms
Fortune perdana kepong facing lake,RM 530 000,KEPONG,Apartments,1162 sq.ft.,3 Bedrooms,2 Bathrooms
Kepong vista mutiara near MRT 2,RM 368 000,KEPONG,Apartments,1001 sq.ft.,3 Bedrooms,2 Bathrooms
Dua Menjalara 3483 sqf Penthouse Fully Reno,RM 1 800 000,KEPONG,Apartments,3483 sq.ft.,4 Bedrooms,5 Bathrooms
.✅NEWLY Renovation🎈Greenview Kepong Jinjang [Apartment],RM 220 000,KEPONG,Apartments,850 sq.ft.,3 Bedrooms,2 Bathrooms
Kepong | The Herz condo | New completed unit,RM 540 000,KEPONG,Apartments,1073 sq.ft.,3 Bedrooms,2 Bathrooms
"Taman Intan Baiduri Apartment, Kepong ",RM 128 000,KEPONG,Apartments,674 sq.ft.,3 Bedrooms,1 Bathroom
Mutiara magna kepong apartment,RM 210 000,KEPONG,Apartments,650 sq.ft.,3 Bedrooms,2 Bathrooms
The Henge Corner Unit for Sale ( 1100 sqft),RM 550 000,KEPONG,Apartments,1100 sq.ft.,3 Bedrooms,2 Bathrooms
Kepong Sentral Condo-move in immediate,RM 358 000,KEPONG,Apartments,962 sq.ft.,3 Bedrooms,2 Bathrooms
"Kepong Sentral Condominium - Gym, Swimming Pool, KTM, MRT",RM 359 000,KEPONG,Apartments,962 sq.ft.,3 Bedrooms,2 Bathrooms
Plaza menjalara kepong rm1k booking full loan fully furnished,RM 480 000,KEPONG,Apartments,960 sq.ft.,3 Bedrooms,2 Bathrooms
Apartment For Sale at Casa Prima Kepong,RM 365 000,KEPONG,Apartments,1100 sq.ft.,3 Bedrooms,2 Bathrooms
"Kepong sentral condominium, kepong, kuala lumpur",RM 280 000,KEPONG,Apartments,962 sq.ft.,3 Bedrooms,2 Bathrooms
WALK TO MRT! Vista Mutiara Condo Kepong READY STRATA,RM 360 000,KEPONG,Apartments,1001 sq.ft.,3 Bedrooms,2 Bathrooms
"Cass Prima Condominium, Metro 2, Kepong, Fully Furnished, 1150sqft",RM 400 000,KEPONG,Apartments,1150 sq.ft.,5 Bedrooms,2 Bathrooms
"[Near MRT & KTM]Pangsapuri Mutiara Magna, Metro Prima, Kepong",RM 188 000,KEPONG,Apartments,650 sq.ft.,3 Bedrooms,2 Bathrooms
Kepongf Sentral Condo [CASH BACK+2K DEPOSIT] MRT Link KL Kepong,RM 280 000,KEPONG,Apartments,962 sq.ft.,3 Bedrooms,2 Bathrooms
Kepong Sentral Condo [GOV+FULL LOAN] MRT Link KL Kepong Jinjang,RM 260 000,KEPONG,Apartments,962 sq.ft.,3 Bedrooms,2 Bathrooms
Green view Apartment ( CASH BACK 30K ),RM 185 000,KEPONG,Apartments,855 sq.ft.,3 Bedrooms,2 Bathrooms
Low Cost Flat for Sale Desa Satu Aman Puri Kepong,RM 140 000,KEPONG,Apartments,655 sq.ft.,3 Bedrooms,2 Bathrooms
Vista Saujana Taman Wangsa Permai Kepong ~Nice Place to stay!!!,RM 248 000,KEPONG,Apartments,960 sq.ft.,3 Bedrooms,2 Bathrooms
[ Green View Apartment + First Buyer Free Stamp Duty ] [ BASIC + RENO],RM 195 000,KEPONG,Apartments,850 sq.ft.,3 Bedrooms,2 Bathrooms
Green view apartment (1 carpark + 750sf) CASH BACK 30K,RM 180 000,KEPONG,Apartments,750 sq.ft.,3 Bedrooms,2 Bathrooms
Greenview Apartment / Taman Pusat Kepong [ Parking + Security Guard ],RM 195 000,KEPONG,Apartments,885 sq.ft.,3 Bedrooms,2 Bathrooms
"Kuala lumpur, lakeville residence taman wahyu, jalan sibu",RM 620 000,KEPONG,Apartments,977 sq.ft.,3 Bedrooms,2 Bathrooms
"Desa satu apartment freehold kepong low cost ,desa aman puri",RM 148 000,KEPONG,Apartments,650 sq.ft.,3 Bedrooms,2 Bathrooms
Aman dua / aman puri / freehold / 1005 loan,RM 270 000,KEPONG,Apartments,837 sq.ft.,3 Bedrooms,2 Bathrooms
"[[GOOD CONDITION]] Beverley Tower, Plaza Medan Putra, Manjalara",RM 300 000,KEPONG,Apartments,805 sq.ft.,3 Bedrooms,2 Bathrooms
Freehold / suria kipark / many unit on hand [ full loan ]wangsa permai,RM 280 000,KEPONG,Apartments,948 sq.ft.,3 Bedrooms,2 Bathrooms
Suria kipark / freehold / lower floor [ 100% full loan ],RM 299 999,KEPONG,Apartments,948 sq.ft.,3 Bedrooms,2 Bathrooms
"Desa Dua Apartment , Below Market , Jual Murah , Hot Area , Kepong KL",RM 248 000,KEPONG,Apartments,837 sq.ft.,3 Bedrooms,2 Bathrooms
"Ixora Apartment , Taman Wangsa Permai Kepong Kuala Lumpur",RM 230 000,KEPONG,Apartments,905 sq.ft.,3 Bedrooms,2 Bathrooms
Mizumi Residence Kepong 932sf Brand New 100%LOAN Cash Back LOW Booking,RM 460 000,KEPONG,Apartments,932 sq.ft.,3 Bedrooms,2 Bathrooms
[Freehold] / Desa Satu Apt / Below Market / Kepong KL / Full Loan 100%,RM 135 000,KEPONG,Apartments,650 sq.ft.,3 Bedrooms,2 Bathrooms
"For Sale Ixora Condominum Wangsa Permai Kepong, Kuala Lumpur",RM 235 000,KEPONG,Apartments,905 sq.ft.,3 Bedrooms,2 Bathrooms
公寓出售！Mizumi Condo for sale，Kepong,RM 488 000,KEPONG,Apartments,907 sq.ft.,3 Bedrooms,2 Bathrooms
[Freehold] / Desa Satu Apt / 1CP / Strata / Kepong KL / Full Loan 100%,RM 160 000,KEPONG,Apartments,650 sq.ft.,3 Bedrooms,2 Bathrooms
Casa Magna Kepong Kuala Lumpur,RM 320 000,KEPONG,Apartments,945 sq.ft.,3 Bedrooms,2 Bathrooms
"[Ground Floor FREEHOLD] Sri Ehsan Apartment, Kepong Taman Sri Ehsan",RM 258 000,KEPONG,Apartments,753 sq.ft.,3 Bedrooms,2 Bathrooms
RUMAH MURAH RENOVATED Ixora Apartment Kepong 1100 sqft 3R2B,RM 290 000,KEPONG,Apartments,1100 sq.ft.,3 Bedrooms,2 Bathrooms
RUMAH MURAH RENOVATED Ixora Apartment Kepong 1100 sqft 3R2B,RM 290 000,KEPONG,Apartments,1100 sq.ft.,3 Bedrooms,2 Bathrooms
Ixora Apartment Wangsa Permai Kepong,RM 233 000,KEPONG,Apartments,917 sq.ft.,3 Bedrooms,2 Bathrooms
Vista saujana kepong wangsa permai (for sale),RM 238 888,KEPONG,Apartments,960 sq.ft.,3 Bedrooms,2 Bathrooms
Vim 3 menjalara near desa park city (for sale),RM 318 000,KEPONG,Apartments,460 sq.ft.,2 Bedrooms,1 Bathroom
(Good Investment) Ixora Condominum Wangsa Permai Kepong,RM 235 000,KEPONG,Apartments,905 sq.ft.,3 Bedrooms,2 Bathrooms
"Plaza Metro Prima Kepong [v Spacious, Low Floor, Next to Aeon Mall]",RM 400 000,KEPONG,Apartments,1330 sq.ft.,4 Bedrooms,2 Bathrooms
"MUTIARA MAGNA Metro Prima, Kepong | HOT Area | Near AEON",RM 195 000,KEPONG,Apartments,650 sq.ft.,3 Bedrooms,2 Bathrooms
"CHEAPEST Ixora Apartment, Taman Wangsa Permai, Kepong, Kuala Lumpur",RM 230 000,KEPONG,Apartments,905 sq.ft.,3 Bedrooms,2 Bathrooms
"The Henge, Kepong, Brand new actual unit good condition& unblock view",RM 630 000,KEPONG,Apartments,1300 sq.ft.,4 Bedrooms,2 Bathrooms
"The Henge, Kepong, Unit below market, few unit key on hand, ready view",RM 435 000,KEPONG,Apartments,1100 sq.ft.,3 Bedrooms,2 Bathrooms
[ FREEHOLD ] PERDANA PURI APARTMENT | Full Renovated | Aman Puri,RM 335 000,KEPONG,Apartments,904 sq.ft.,3 Bedrooms,2 Bathrooms
Fortune Avenue kepong condo must view good condition renovated,RM 420 000,KEPONG,Apartments,1137 sq.ft.,3 Bedrooms,2 Bathrooms
Kepong Laman Damai ( Li Garden ) Apartment,RM 200 000,KEPONG,Apartments,650 sq.ft.,3 Bedrooms,2 Bathrooms
[ BEST PRICE ] FORTUNE PERDANA | Facing Pool | 2 Car Park | Kepong,RM 540 000,KEPONG,Apartments,1162 sq.ft.,4 Bedrooms,2 Bathrooms
[ FACING LAKE ] FORTUNE PERDANA 1162sf | 2 CarPark | kepong | Selayang,RM 580 000,KEPONG,Apartments,1162 sq.ft.,4 Bedrooms,2 Bathrooms
Kepong KIP Damansara Mas Apartment,RM 370 000,KEPONG,Apartments,880 sq.ft.,3 Bedrooms,2 Bathrooms
Fortune centra condo kepong,RM 480 000,KEPONG,Apartments,775 sq.ft.,2 Bedrooms,2 Bathrooms
SRI EHSAN APARTMENT (Ground Floor) Kepong,RM 290 000,KEPONG,Apartments,861 sq.ft.,3 Bedrooms,2 Bathrooms
United point residence kepong,RM 600 000,KEPONG,Apartments,958 sq.ft.,3 Bedrooms,2 Bathrooms
"Suria Kip Apartment Wangsa Permai (Bank Value RM450,000)",RM 280 000,KEPONG,Apartments,948 sq.ft.,3 Bedrooms,2 Bathrooms
"Pangsapuri Nilam, Taman Sri Sinar, Segambut",RM 350 000,KEPONG,Apartments,900 sq.ft.,3 Bedrooms,2 Bathrooms
Fortune Perdana [ 2 Car Park ] Renovated | 100% Full Loan | Kepong,RM 510 000,KEPONG,Apartments,1027 sq.ft.,3 Bedrooms,2 Bathrooms
"Ground Floor Apartment Sri Ehsan, Taman Sri Ehsan Kepong",RM 295 000,KEPONG,Apartments,861 sq.ft.,3 Bedrooms,2 Bathrooms
Casa Magna Kepong Kuala Lumpur,RM 300 000,KEPONG,Apartments,994 sq.ft.,3 Bedrooms,2 Bathrooms
TAMAN PUSAT KEPONG APARTMENT Kepong | Kuala Lumpur,RM 185 000,KEPONG,Apartments,966 sq.ft.,3 Bedrooms,2 Bathrooms
Kepong Sentral Condominium - Fully Condo Facilities with Car Park,RM 360 000,KEPONG,Apartments,962 sq.ft.,3 Bedrooms,2 Bathrooms
"Apartment saujana ria, jalan Wawasan 2/6 kepong tingkat 14",RM 155 000,KEPONG,Apartments,650 sq.ft.,3 Bedrooms,2 Bathrooms
"[VISTA MAGNA] Kepong, Aeon, KL, Metro Prima, Apartment, Low Floor",RM 297 999,KEPONG,Apartments,850 sq.ft.,3 Bedrooms,2 Bathrooms
"[FORTUNE COURT] Avenue, Perdana, Kepong, KL, Aeon Big, 1st Floor, Best",RM 298 000,KEPONG,Apartments,840 sq.ft.,3 Bedrooms,2 Bathrooms
"Taman Daya, Ehsan, Kepong, Frim, Ulu, Flat, Kuala Lumpur, House, Rumah",RM 129 999,KEPONG,Apartments,650 sq.ft.,2 Bedrooms,1 Bathroom
"[ Good Investment] Saujana Ria Apartment, Kepong, KUALA LUMPUR",RM 153 000,KEPONG,Apartments,650 sq.ft.,3 Bedrooms,2 Bathrooms
"Mutiara magna apartment block a, near by aeon kepong tingkat 11",RM 200 000,KEPONG,Apartments,650 sq.ft.,3 Bedrooms,2 Bathrooms
"Kepong Sentral Condominium - convenient to everywhere mrt,ktm",RM 360 100,KEPONG,Apartments,962 sq.ft.,3 Bedrooms,2 Bathrooms
"[FREEHOLD] Menara Menjalara Condominium, Kepong",RM 379 000,KEPONG,Apartments,980 sq.ft.,3 Bedrooms,2 Bathrooms
(Big Size) Seri Puri Apartment Wangsa Permai Aman Puri Kepong condo,RM 315 000,KEPONG,Apartments,1148 sq.ft.,3 Bedrooms,2 Bathrooms
"First residence kepong baru, 2 carparks",RM 550 000,KEPONG,Apartments,1182 sq.ft.,3 Bedrooms,2 Bathrooms
Below Market 20% | The Henge Taman Metropolitan Kepong 1100sf,RM 380 000,KEPONG,Apartments,1100 sq.ft.,3 Bedrooms,2 Bathrooms
"Muzumi Condominium, Kepong, Kuala Lumpur",RM 488 000,KEPONG,Apartments,901 sq.ft.,3 Bedrooms,2 Bathrooms
"Vista saujana , kepong",RM 245 000,KEPONG,Apartments,955 sq.ft.,3 Bedrooms,2 Bathrooms
.⭐FULLY RENO & Nego! Apply Fulloan! Megah GREENVIEW Jinjang Kepong,RM 222 000,KEPONG,Apartments,855 sq.ft.,3 Bedrooms,2 Bathrooms
.⭐VRY NICE! FREE Lawyer 20k Rebate* Megah GREENVIEW Jinjang Kepong,RM 222 000,KEPONG,Apartments,855 sq.ft.,3 Bedrooms,2 Bathrooms
Perdana Puri Apartment / Desa Aman Puri / Kepong,RM 285 000,KEPONG,Apartments,904 sq.ft.,3 Bedrooms,2 Bathrooms
"{Below Market Price} Fortune Avenue , Fully Furnished , Kepong",RM 430 000,KEPONG,Apartments,1137 sq.ft.,3 Bedrooms,2 Bathrooms
"Pangsapuri Mutiara magna block a, near by aeon kepong tingkat 11",RM 200 000,KEPONG,Apartments,650 sq.ft.,3 Bedrooms,2 Bathrooms
Seri Puri =1167sf | FULLY RENO | ID design | perdana puri,RM 399 999,KEPONG,Apartments,1167 sq.ft.,3 Bedrooms,2 Bathrooms
Below Market 39% Ixora Apartment Taman Wangsa Permai Kepong 1062sf,RM 177 000,KEPONG,Apartments,1062 sq.ft.,3 Bedrooms,2 Bathrooms
Kepong Sentral Condo [AFFORDABLE PRICE] MRT Link KL Kepong Sg Buloh,RM 260 000,KEPONG,Apartments,962 sq.ft.,3 Bedrooms,2 Bathrooms
Kepong Sentral Condo [2K DEPOSIT+FREE SPA] MRT Link KL,RM 280 000,KEPONG,Apartments,962 sq.ft.,3 Bedrooms,2 Bathrooms
Shop apartment 1st floor taman pusat kepong,RM 250 000,KEPONG,Apartments,947 sq.ft.,3 Bedrooms,2 Bathrooms
Ixora condo wangsa permai kepong,RM 240 000,KEPONG,Apartments,905 sq.ft.,3 Bedrooms,2 Bathrooms
Apartment Ixora Aman Puri Kepong,RM 225 000,KEPONG,Apartments,905 sq.ft.,3 Bedrooms,2 Bathrooms
Kepong apartment taman impian ehsan,RM 210 000,KEPONG,Apartments,861 sq.ft.,3 Bedrooms,2 Bathrooms
"Pangsapuri Mutiara Magna, Metro Prima, Kepong",RM 188 000,KEPONG,Apartments,650 sq.ft.,3 Bedrooms,2 Bathrooms
"[BEST FOR INVESTMENT] Pangsapuri Mutiara Magna, Kepong",RM 188 000,KEPONG,Apartments,650 sq.ft.,3 Bedrooms,2 Bathrooms
"公寓出售！The Henge Basic unit for sale, Kepong",RM 480 000,KEPONG,Apartments,1100 sq.ft.,3 Bedrooms,2 Bathrooms
The Henge Kepong 3Bedrooms【Below Market 27%!!!】,RM 380 700,KEPONG,Apartments,1100 sq.ft.,3 Bedrooms,2 Bathrooms
Fortune Perdana Residence [BMV] Kepong Condo | KL,RM 560 000,KEPONG,Apartments,1292 sq.ft.,4 Bedrooms,2 Bathrooms
[below market 120k]the henge kepong baru kl,RM 380 000,KEPONG,Apartments,1100 sq.ft.,3 Bedrooms,2 Bathrooms
"Kepong Wangsa Permai , Impiana Shop Apartment , Desa Aman Puri",RM 105 000,KEPONG,Apartments,680 sq.ft.,3 Bedrooms,2 Bathrooms
"[Below Market Value 41%] 3 Rooms Ixora Apartment -Wangsa Permai,Kepong",RM 177 210,KEPONG,Apartments,1062 sq.ft.,3 Bedrooms,2 Bathrooms
Vista Magna Apartment Metro Prima Kepong,RM 296 000,KEPONG,Apartments,867 sq.ft.,3 Bedrooms,2 Bathrooms
"FORTUNE PERDANA=1027sf | aeon jusco, mrt",RM 470 000,KEPONG,Apartments,1027 sq.ft.,3 Bedrooms,2 Bathrooms
Vista Mutiara Kepong | 100% Full Loan | Cash Back Money | Renovated,RM 410 000,KEPONG,Apartments,1001 sq.ft.,3 Bedrooms,2 Bathrooms
Fortune Perdana Kepong ( 2 Car Park ) 1162sf | Many Units BLK A/B/C,RM 550 000,KEPONG,Apartments,1162 sq.ft.,4 Bedrooms,2 Bathrooms
CORNER LOT* Lvl 8 CASA MAGNA Metro Prima KEPONG | 100% Loan 1k Booking,RM 365 000,KEPONG,Apartments,988 sq.ft.,3 Bedrooms,2 Bathrooms
"Good For Investment] - MURAH!!! APARTMENT SAUJANA RIA , KEPONG, KL",RM 140 000,KEPONG,Apartments,650 sq.ft.,3 Bedrooms,2 Bathrooms
Pangsapuri mutiara magna BLOK A direct owner untuk dijual,RM 190 000,KEPONG,Apartments,850 sq.ft.,3 Bedrooms,2 Bathrooms
Desa Satu Aman Puri Freehold Renovated 0% Downpayment,RM 160 000,KEPONG,Apartments,650 sq.ft.,3 Bedrooms,2 Bathrooms
[ Partly Reno ] - Fadason Service Apartment Jinjang Kepong,RM 360 000,KEPONG,Apartments,965 sq.ft.,3 Bedrooms,2 Bathrooms
[ Good Condition ] - Fadason Service Apartment Kepong,RM 340 000,KEPONG,Apartments,935 sq.ft.,3 Bedrooms,2 Bathrooms
"Pangsapuri Mutiara Magna, Metro Prima, Kepong",RM 188 000,KEPONG,Apartments,650 sq.ft.,3 Bedrooms,2 Bathrooms
[ Well Keep ] Fully Furnis - Sri Ehsan Apartment Kepong,RM 298 000,KEPONG,Apartments,807 sq.ft.,3 Bedrooms,2 Bathrooms
Fortune Perdana Kepong | 2 Car Park | 100% Full Loan | Lake View,RM 565 000,KEPONG,Apartments,1162 sq.ft.,3 Bedrooms,2 Bathrooms
"The Henge, Kepong, Worthy brand new limited unit in good condition",RM 439 000,KEPONG,Apartments,1100 sq.ft.,3 Bedrooms,2 Bathrooms
"The Henge, Kepong, Brand new unit with unblock view below market price",RM 445 000,KEPONG,Apartments,1100 sq.ft.,3 Bedrooms,2 Bathrooms
[ 100% Full Loan & Cash Back ] Fortune Court Apartment | Kepong,RM 250 000,KEPONG,Apartments,940 sq.ft.,3 Bedrooms,2 Bathrooms
"[New Reno]FORTUNE COURT Avenue, Perdana, Kepong, Aeon Big, KL, Jinjang",RM 278 000,KEPONG,Apartments,935 sq.ft.,3 Bedrooms,2 Bathrooms
CASA MAGNA Apartment 100%Loan/Free S/duty near MRT/Metro /Kepong,RM 370 000,KEPONG,Apartments,980 sq.ft.,3 Bedrooms,2 Bathrooms
Fortune Court Apartment for Sale Kepong,RM 220 000,KEPONG,Apartments,799 sq.ft.,2 Bedrooms,1 Bathroom
"Ixora Condominum Aman Puri Kepong [ BELOW MARKET, MUST VIEW ]",RM 225 000,KEPONG,Apartments,905 sq.ft.,3 Bedrooms,2 Bathrooms
