State,Seat ID,Seat Name,Candidate Name,Candidate Party,Votes for Candidate,Total Votes Cast,% of total Votes,Candidate Win,Gender,Status,Pekerjaan
Melaka,N.03,AYER LIMAU,DATUK SERI HAJI RUSLIN BIN HAJI HASAN,PKR,"3,225","9,116",35.38%,0,L,KLH,-
Melaka,N.04,LENDU,IR. RIDHUAN DION BAKAR,PKR,"3,389","8,568",39.55%,0,L,KLH,-
Melaka,N.04,LENDU,CIKGU ARSHAD,PAS,"1,163","8,568",13.57%,0,L,KLH,TIADA
Melaka,N.04,LENDU,SULAIMAN BIN MD ALI,BN,"4,016","8,568",46.87%,1,L,MNG,TIADA
Melaka,N.05,TABOH NANING,ASRI SHAIK ABDUL AZIZ,PAS,"1,111","7,029",15.81%,0,L,KLH,TIADA
Melaka,N.05,TABOH NANING,ZAIRI SUBOH,PKR,"2,589","7,029",36.83%,0,L,KLH,TIADA
Melaka,N.05,TABOH NANING,LATIPAH BINTI OMAR,BN,"3,329","7,029",47.36%,1,P,MNG,AHLI PERNIAGAAN
Melaka,N.06,REMBIA,MUHAMMAD JAILANI BIN KHAMIS,PKR,"6,773","12,932",52.37%,1,L,MNG,-
Melaka,N.06,REMBIA,NORPIPAH BINTI ABDOL,BN,"4,959","12,932",38.35%,0,P,KLH,TIMBALAN EXCO KERAJAAN NEGERI MELAKA
Melaka,N.06,REMBIA,RASHIDI RAZAK,PAS,"1,200","12,932",9.28%,0,L,HD,PENIAGA
Melaka,N.07,GADEK,PANIRCHELVAM A/L PICHAMUTHU,BN,"4,085","10,342",39.50%,0,L,KLH,TIADA
Melaka,N.07,GADEK,EMRANSYAH BIN ISMAIL,PAS,"1,865","10,342",18.03%,0,L,KLH,BERNIAGA
Melaka,N.07,GADEK,G. SAMINATHAN,PKR,"4,392","10,342",42.47%,1,L,MNG,KERJA SENDIRI
Melaka,N.08,MACHAP JAYA,KOH NAI KWONG,BN,"4,214","10,539",39.98%,0,L,KLH,PEGUAM
Melaka,N.08,MACHAP JAYA,GINIE LIM,PKR,"5,550","10,539",52.66%,1,P,MNG,0
Melaka,N.08,MACHAP JAYA,USTAZ WAN ZAHIDI,PAS,775,"10,539",7.35%,0,L,HD,TIADA
Melaka,N.09,DURIAN TUNGGAL,HJ. MOHSIN IBRAHIM,PAS,"1,391","11,054",12.58%,0,L,KLH,TIADA
Melaka,N.09,DURIAN TUNGGAL,SOFI WAHAB,PKR,"5,213","11,054",47.16%,1,L,MNG,TIADA
Melaka,N.09,DURIAN TUNGGAL,AB WAHAB BIN AB LATIP,BN,"4,450","11,054",40.26%,0,L,KLH,TIADA
Melaka,N.10,ASAHAN,ABDUL GHAFAR BIN ATAN,BN,"5,942","12,974",45.80%,1,L,MNG,EXCO KERAJAAN NEGERI MELAKA
Melaka,N.10,ASAHAN,ZAMZURI ARIFIN,PKR,"5,667","12,974",43.68%,0,L,KLH,TIADA
Melaka,N.10,ASAHAN,HJ. AZLAN BIN MADDIN,PAS,"1,365","12,974",10.52%,0,L,HD,TIADA
Melaka,N.11,SUNGAI UDANG,DATUK SERI IR. IDRIS HARON,BN,"10,073","17,917",56.22%,1,L,MNG,KETUA MENTERI
Melaka,N.11,SUNGAI UDANG,MOHD LOKMAN ABDUL GANI,PKR,"7,844","17,917",43.78%,0,L,KLH,-
Melaka,N.12,PANTAI KUNDOR,DATUK NOR AZMAN HASSAN,BN,"5,773","12,710",45.42%,1,L,MNG,-
Melaka,N.12,PANTAI KUNDOR,UST HJ ABDUL HALIM MAIDIN,PAS,"1,936","12,710",15.23%,0,L,KLH,SENDIRI
Melaka,N.12,PANTAI KUNDOR,JUHARI OSMAN,PKR,"5,001","12,710",39.35%,0,L,KLH,TIADA
Melaka,N.13,PAYA RUMPUT,RAFIE AHMAD,PAS,"1,552","21,497",7.22%,0,L,HD,SENDIRI
Melaka,N.13,PAYA RUMPUT,DATUK WIRA DR. ABU BAKAR BIN MOHAMAD DIAH,BN,"7,843","21,497",36.48%,0,L,KLH,-
Melaka,N.13,PAYA RUMPUT,MOHD RAFIQ NAIZAMOHIDEEN,PKR,"12,102","21,497",56.30%,1,L,MNG,TIADA
Melaka,N.14,KELEBANG,MOHD SHAFIQ ISMAIL,PAS,"2,272","16,779",13.54%,0,L,KLH,TIADA
Melaka,N.14,KELEBANG,GUE TECK,PKR,"7,648","16,779",45.58%,1,L,MNG,AHLI POLITIK
Melaka,N.14,KELEBANG,DATUK LIM BAN HONG,BN,"6,859","16,779",40.88%,0,L,KLH,0
Melaka,N.15,PENGKALAN BATU,NORHIZAM BIN HASSAN BAKTEE,PKR,"9,227","17,928",51.47%,1,L,MNG,BERNIAGA SENDIRI
Melaka,N.15,PENGKALAN BATU,CHUA LIAN CHYE,BN,"6,471","17,928",36.09%,0,L,KLH,PENIAGA
Melaka,N.15,PENGKALAN BATU,RAMLI BIN DALIP,PAS,"2,230","17,928",12.44%,0,L,HD,TIADA
Melaka,N.16,AYER KEROH,SEPRI BIN RAHMAN,PAS,"2,567","21,864",11.74%,0,L,HD,TIADA
Melaka,N.16,AYER KEROH,DATUK CHUA KHENG HWA,BN,"5,018","21,864",22.95%,0,L,KLH,TIADA
Melaka,N.16,AYER KEROH,KERK CHEE YEE,PKR,"14,279","21,864",65.31%,1,L,MNG,SETIAUSAHA POLITIK KEPADA KETUA PARLIMEN DAP LIM KIT SIANG
Melaka,N.17,BUKIT KATIL,YUNUS BIN HITAM,BN,"8,067","21,530",37.47%,0,L,KLH,TIADA
Melaka,N.17,BUKIT KATIL,HAJI ADLY BIN ZAHARI,PKR,"11,226","21,530",52.14%,1,L,MNG,TIADA
Melaka,N.17,BUKIT KATIL,MUHAMAT PUHAT BIN BEDOL,PAS,"2,237","21,530",10.39%,0,L,HD,TIADA
Melaka,N.18,AYER MOLEK,JANTAN BIN ABDULLAH,PAS,"3,082","15,258",20.20%,0,L,KLH,TIADA
Melaka,N.18,AYER MOLEK,FARHAN IBRAHIM,PKR,"5,146","15,258",33.73%,0,L,KLH,-
Melaka,N.18,AYER MOLEK,RAHMAD BIN MARIMAN,BN,"6,951","15,258",45.56%,1,L,MNG,-
Melaka,N.18,AYER MOLEK,PROFESOR MADYA DR. KAMAROLZAMAN BIN MOHD JIDI,BEBAS - BUKU,79,"15,258",0.52%,0,L,HD,0
Melaka,N.19,KESIDANG,GOH LEONG SAN,BEBAS - KUNCI,349,"31,497",1.11%,0,L,HD,TIADA
Melaka,N.19,KESIDANG,NG CHOON KOON,BN,"8,268","31,497",26.25%,0,L,KLH,PEGUAM
Melaka,N.19,KESIDANG,SEAH SHOO CHIN (ALLEX SEAH),PKR,"22,880","31,497",72.64%,1,L,MNG,TIADA
Melaka,N.20,KOTA LAKSAMANA,LOW CHEE LEONG,PKR,"20,181","24,706",81.68%,1,L,MNG,AHLI POLITIK
Melaka,N.20,KOTA LAKSAMANA,MELVIN CHUA KEW WEI,BN,"4,008","24,706",16.22%,0,L,KLH,BERNIAGA
Melaka,N.20,KOTA LAKSAMANA,SIM TONG HIM,BEBAS - KUNCI,517,"24,706",2.09%,0,L,HD,TIADA
Melaka,N.21,DUYONG,LEE KIAT LEE,BN,"4,747","15,389",30.85%,0,L,KLH,PEGUAM
Melaka,N.21,DUYONG,LIM JAK WONG,BEBAS - KUNCI,62,"15,389",0.40%,0,L,HD,-
Melaka,N.21,DUYONG,USTAZ KAMARUDIN,PAS,"2,938","15,389",19.09%,0,L,KLH,TIADA
Melaka,N.21,DUYONG,DAMIAN BABA YEO,PKR,"7,642","15,389",49.66%,1,L,MNG,PEGUAM
Melaka,N.22,BANDAR HILIR,CHIN CHOONG SEONG,BEBAS - KUNCI,141,"16,904",0.83%,0,L,HD,PEGUAM
Melaka,N.22,BANDAR HILIR,"LEE CHONG LENG, SHAUN",BN,"2,725","16,904",16.12%,0,L,KLH,AKAUNTAN BERTAULIAH
Melaka,N.22,BANDAR HILIR,TEY KOK KIEW,PKR,"14,038","16,904",83.05%,1,L,MNG,TIADA
Melaka,N.23,TELOK MAS,DATUK ABDUL RAZAK BIN ABDUL RAHMAN,BN,"6,406","17,264",37.11%,0,L,KLH,SETIAUSAHA POLITIK MENTERI
Melaka,N.23,TELOK MAS,FENDI AHMAD,PKR,"7,694","17,264",44.57%,1,L,MNG,TIADA
Melaka,N.23,TELOK MAS,UST ROSAZLI MD YASIN,PAS,"3,164","17,264",18.33%,0,L,KLH,TIADA
Melaka,N.24,BEMBAN,DR. WONG FORT PIN,PKR,"6,998","15,413",45.40%,1,L,MNG,TIADA
Melaka,N.24,BEMBAN,DATUK KOH CHIN HAN,BN,"5,653","15,413",36.68%,0,L,KLH,0
Melaka,N.24,BEMBAN,SUHAIMI HARUN,PAS,"2,762","15,413",17.92%,0,L,KLH,TIADA
Melaka,N.25,RIM,HJH. KINTAN BINTI MAN,PAS,"1,262","11,328",11.14%,0,P,HD,TIADA
Melaka,N.25,RIM,DATUK WIRA HJ. GHAZALE BIN MUHAMAD,BN,"5,301","11,328",46.80%,1,L,MNG,0
Melaka,N.25,RIM,SHAMSUL ISKANDAR HAJI MOHD AKIN,PKR,"4,765","11,328",42.06%,0,L,KLH,PEGUAM
Melaka,N.26,SERKAM,HJ. AHMAD BILAL,PAS,"3,423","13,488",25.38%,0,L,KLH,SENDIRI
Melaka,N.26,SERKAM,DATUK ZAIDI BIN ATTAN,BN,"6,401","13,488",47.46%,1,L,MNG,0
Melaka,N.26,SERKAM,USTAZ NOR KHAIRI,PKR,"3,664","13,488",27.16%,0,L,KLH,TIADA
Melaka,N.27,MERLIMAU,DATUK ROSLAN BIN AHMAD,BN,"5,290","11,658",45.38%,1,L,MNG,0
Melaka,N.27,MERLIMAU,HAJI YUHAIZAD ABDULLAH,PKR,"5,160","11,658",44.26%,0,L,KLH,TIADA
Melaka,N.27,MERLIMAU,ABDUL MALEK BIN YUSOF,PAS,"1,208","11,658",10.36%,0,L,HD,BERKERJA SENDIRI
Melaka,N.28,SUNGAI RAMBAI,AZALINA ABDUL RAHMAN,PKR,"3,419","9,912",34.49%,0,P,KLH,0
Melaka,N.28,SUNGAI RAMBAI,HASAN BIN ABD RAHMAN,BN,"5,088","9,912",51.33%,1,L,MNG,0
Melaka,N.28,SUNGAI RAMBAI,ZAKARIYA BIN KASNIN,PAS,"1,405","9,912",14.17%,0,L,KLH,BEKERJA SENDIRI
Negeri Sembilan,N.01,CHENNAH,SEET TEE GEE,BN,"3,876","9,882",39.22%,0,L,KLH,0
Negeri Sembilan,N.01,CHENNAH,JAMALUS BIN MANSOR,PAS,975,"9,882",9.87%,0,L,HD,KERJA SENDIRI
Negeri Sembilan,N.01,CHENNAH,LOKE SIEW FOOK,PKR,"5,031","9,882",50.91%,1,L,MNG,0
Negeri Sembilan,N.02,PERTANG,NOOR AZMI BIN YUSOF,BN,"4,008","8,179",49.00%,1,L,MNG,0
Negeri Sembilan,N.02,PERTANG,OSMAN DUSA,PKR,"3,593","8,179",43.93%,0,L,KLH,PESARA
Negeri Sembilan,N.02,PERTANG,HAMRAN BIN ABU HASAN,PAS,578,"8,179",7.07%,0,L,HD,PESARA TENTERA
Negeri Sembilan,N.03,SUNGAI LUI,ABD KARIM SHAHIMI BIN ABD RAZAK,PAS,"1,269","12,460",10.18%,0,L,HD,KERJA SENDIRI
Negeri Sembilan,N.03,SUNGAI LUI,MOHD RAZI BIN MOHD ALI,BN,"7,795","12,460",62.56%,1,L,MNG,0
Negeri Sembilan,N.03,SUNGAI LUI,ZAINAL FIKRI,PKR,"3,396","12,460",27.26%,0,L,KLH,TIDAK BEKERJA
Negeri Sembilan,N.04,KLAWANG,BAKRI SAWIR,PKR,"4,296","8,360",51.39%,1,L,MNG,0
Negeri Sembilan,N.04,KLAWANG,MAZLY BIN YASIN,PAS,744,"8,360",8.90%,0,L,HD,0
Negeri Sembilan,N.04,KLAWANG,BAHARUDIN BIN JALI,BN,"3,320","8,360",39.71%,0,L,KLH,0
Negeri Sembilan,N.05,SERTING,ABD RAHMAN RAMLI,PKR,"6,014","17,633",34.11%,0,L,KLH,0
Negeri Sembilan,N.05,SERTING,DATO' HJ SHAMSHULKAHAR BIN HJ MOHD DELI,BN,"9,782","17,633",55.48%,1,L,MNG,0
Negeri Sembilan,N.05,SERTING,AL ZUKRI,PAS,"1,837","17,633",10.42%,0,L,HD,BERNIAGA
Negeri Sembilan,N.06,PALONG,MASDI BIN MUSA,PAS,"1,571","14,475",10.85%,0,L,HD,PEKERJAAN SENDIRI
Negeri Sembilan,N.06,PALONG,MUSTAPHA BIN NAGOOR,BN,"9,575","14,475",66.15%,1,L,MNG,0
Negeri Sembilan,N.06,PALONG,DATO' ABDUL RAHMAN BIN JAAFAR,PKR,"3,329","14,475",23.00%,0,L,KLH,AHLI PERNIAGAAN
Negeri Sembilan,N.07,JERAM PADANG,DATO' MANICKAM LETCHUMAN,BN,"3,702","9,429",39.26%,1,L,MNG,0
Negeri Sembilan,N.07,JERAM PADANG,MOHD FAIRUZ,PAS,785,"9,429",8.33%,0,L,HD,SWASTA
Negeri Sembilan,N.07,JERAM PADANG,S MUSLIADI SABTU,PKR,"2,302","9,429",24.41%,0,L,KLH,0
Negeri Sembilan,N.07,JERAM PADANG,SURASH A/L SREENIVASAN,BEBAS - POKOK,"2,640","9,429",28.00%,0,L,KLH,PERNIAGAAN
Negeri Sembilan,N.08,BAHAU,CIKGU BAKRI,PAS,"1,512","15,591",9.70%,0,L,MNG,TIADA
Negeri Sembilan,N.08,BAHAU,TEO KOK SEONG,PKR,"10,094","15,591",64.74%,1,L,MNG,0
Negeri Sembilan,N.08,BAHAU,CHONG WAN YU,BN,"3,985","15,591",25.56%,0,L,KLH,0
Negeri Sembilan,N.09,LENGGENG,USTAZ SUHAIMI KASSIM,PKR,"7,456","15,538",47.99%,1,L,MNG,TIADA
Negeri Sembilan,N.09,LENGGENG,MOHAMMAD GHAZALI BIN ABU BAKAR,PAS,"1,612","15,538",10.37%,0,L,HD,SWASTA
Negeri Sembilan,N.09,LENGGENG,MAZALAN BIN MAAROP,BN,"6,470","15,538",41.64%,0,L,KLH,AHLI PERNIAGAAN
Negeri Sembilan,N.10,NILAI,LEAW KOK CHAN,BN,"4,394","20,764",21.16%,0,L,KLH,TIADA
Negeri Sembilan,N.10,NILAI,J. ARUL KUMAR,PKR,"14,219","20,764",68.48%,1,L,MNG,TIADA
Negeri Sembilan,N.10,NILAI,MOHD ABU ZARIM ABDUL RAHMAN,PAS,"2,151","20,764",10.36%,0,L,HD,TIADA
Negeri Sembilan,N.11,LOBAK,LIM KOK KIAN,BN,"1,865","15,604",11.95%,0,L,HD,AHLI PERNIAGAAN
Negeri Sembilan,N.11,LOBAK,BALAMURUGAN A/L SANMUGAM,PAP,92,"15,604",0.59%,0,L,HD,TIADA
Negeri Sembilan,N.11,LOBAK,CHEW SEH YONG,PKR,"13,647","15,604",87.46%,1,L,MNG,TIADA
Negeri Sembilan,N.12,TEMIANG,NG CHIN TSAI,PKR,"5,894","9,094",64.81%,1,L,MNG,TIADA
Negeri Sembilan,N.12,TEMIANG,SIOW KOI VOON,BN,"2,831","9,094",31.13%,0,L,KLH,PEGUAM
Negeri Sembilan,N.12,TEMIANG,YAU CON SENG,PAS,369,"9,094",4.06%,0,L,HD,PESARA
Negeri Sembilan,N.13,SIKAMAT,SYAMSUL DEBAT,BN,"6,419","17,597",36.48%,0,L,KLH,TIADA
Negeri Sembilan,N.13,SIKAMAT,AMINUDDIN HARUN,PKR,"9,832","17,597",55.87%,1,L,MNG,TIADA
Negeri Sembilan,N.13,SIKAMAT,HAJI RAHIM BIN YUSOF,PAS,"1,331","17,597",7.56%,0,L,HD,TIADA
Negeri Sembilan,N.13,SIKAMAT,BUJANG BIN ABU,BEBAS - RUMAH,15,"17,597",0.09%,0,L,HD,TIADA
Negeri Sembilan,N.14,AMPANGAN,MUSTAFFA BIN DAHARUN,PAS,983,"13,225",7.43%,0,L,HD,0
Negeri Sembilan,N.14,AMPANGAN,HJ. ABU UBAIDAH,BN,"5,441","13,225",41.14%,0,L,KLH,TIADA
Negeri Sembilan,N.14,AMPANGAN,DR. MOHAMAD RAFIE BIN AB MALEK,PKR,"6,801","13,225",51.43%,1,L,MNG,TIADA
Negeri Sembilan,N.15,JUASSEH,DATO HJ ISMAIL LASIM,BN,"4,146","8,224",50.41%,1,L,MNG,0
Negeri Sembilan,N.15,JUASSEH,ROSLI BIN OMAR,PKR,"3,454","8,224",42.00%,0,L,KLH,0
Negeri Sembilan,N.15,JUASSEH,HASSAN BIN MOHAMED,PAS,624,"8,224",7.59%,0,L,HD,0
Negeri Sembilan,N.16,SERI MENANTI,HJ. RAFIEI,PAS,535,"6,664",8.03%,0,L,HD,PESARA
Negeri Sembilan,N.16,SERI MENANTI,DATO ABD SAMAD BIN IBRAHIM,BN,"3,362","6,664",50.45%,1,L,MNG,0
Negeri Sembilan,N.16,SERI MENANTI,JAMALI BIN SALAM,PKR,"2,767","6,664",41.52%,0,L,KLH,PESARA
Negeri Sembilan,N.17,SENALING,HAJI RAIS BASIRON,PKR,"2,484","6,538",37.99%,0,L,KLH,0
Negeri Sembilan,N.17,SENALING,DATO HJ ADNAN BIN ABU HASSAN,BN,"3,456","6,538",52.86%,1,L,MNG,PEGUAM
Negeri Sembilan,N.17,SENALING,FAZILAH ABU SAMAH,PAS,598,"6,538",9.15%,0,P,HD,0
Negeri Sembilan,N.18,PILAH,MOHAMAD NAZARUDDIN BIN SABTU,PKR,"5,643","10,893",51.80%,1,L,MNG,0
Negeri Sembilan,N.18,PILAH,DATO NORHAYATI BINTI OMAR,BN,"3,837","10,893",35.22%,0,P,KLH,0
Negeri Sembilan,N.18,PILAH,HAJI FADZIL,PAS,"1,413","10,893",12.97%,0,L,KLH,BERNIAGA
Negeri Sembilan,N.19,JOHOL,HJ SAIFUL YAZAN BIN SULAIMAN,BN,"3,907","7,918",49.34%,1,L,MNG,BERNIAGA
Negeri Sembilan,N.19,JOHOL,ZULKEFLY OMAR,PKR,"2,942","7,918",37.16%,0,L,KLH,0
Negeri Sembilan,N.19,JOHOL,HAJI KAMARUDIN TAHIR,PAS,"1,069","7,918",13.50%,0,L,KLH,SWASTA
Negeri Sembilan,N.20,LABU,USTAZ KHAIRIL ANUAR WAFA,PAS,"2,093","14,681",14.26%,0,L,KLH,BEKERJA SENDIRI
Negeri Sembilan,N.20,LABU,ISMAIL BIN AHMAD,PKR,"6,712","14,681",45.72%,1,L,KLH,AHLI PERNIAGAAN
Negeri Sembilan,N.20,LABU,HASIM BIN RUSDI,BN,"5,830","14,681",39.71%,0,L,KLH,0
Negeri Sembilan,N.20,LABU,DAVID DASS ASEERPATHAM,PAP,46,"14,681",0.31%,0,L,HD,INVENTOR
Negeri Sembilan,N.21,BUKIT KEPAYANG,MAK KAH KEONG,BN,"3,744","22,412",16.71%,0,L,KLH,0
Negeri Sembilan,N.21,BUKIT KEPAYANG,NICOLE TAN LEE KOON,PKR,"18,668","22,412",83.29%,1,P,MNG,0
Negeri Sembilan,N.22,RAHANG,MARY JOSEPHINE PRITTAM SINGH,PKR,"10,018","13,542",73.98%,1,P,MNG,0
Negeri Sembilan,N.22,RAHANG,YAP SIOK MOY,BN,"3,458","13,542",25.54%,0,P,KLH,0
Negeri Sembilan,N.22,RAHANG,SARASWATHY A/P PARAGAZUM,PAP,66,"13,542",0.49%,0,P,HD,0
Negeri Sembilan,N.23,MAMBAU,YAP YEW WENG,PKR,"14,911","17,534",85.04%,1,L,MNG,0
Negeri Sembilan,N.23,MAMBAU,DAFNEY HO,BN,"2,522","17,534",14.38%,0,P,KLH,0
Negeri Sembilan,N.23,MAMBAU,T. PARIMALA DEVI,PAP,101,"17,534",0.58%,0,P,HD,0
Negeri Sembilan,N.24,SEREMBAN JAYA,P.GUNA,PKR,"13,760","17,112",80.41%,1,L,MNG,0
Negeri Sembilan,N.24,SEREMBAN JAYA,SAGAYA RAJAN A/L XAVIER,PAP,99,"17,112",0.58%,0,L,HD,0
Negeri Sembilan,N.24,SEREMBAN JAYA,CHOONG VEE HING,BN,"3,253","17,112",19.01%,0,L,KLH,AHLI PERNIAGAAN
Negeri Sembilan,N.25,PAROI,MASITA BINTI MOHAMED ALI,PAS,"3,499","30,734",11.38%,0,P,HD,0
Negeri Sembilan,N.25,PAROI,MOHD GHAZALI BIN ABD WAHID,BN,"11,197","30,734",36.43%,0,L,KLH,0
Negeri Sembilan,N.25,PAROI,HAJI TAUFEK,PKR,"16,038","30,734",52.18%,1,L,MNG,0
Negeri Sembilan,N.26,CHEMBONG,USTAZ ROSMIN ADAM,PAS,"1,288","15,019",8.58%,0,L,HD,0
Negeri Sembilan,N.26,CHEMBONG,ZAIFULBAHRI BIN IDRIS,BN,"9,079","15,019",60.45%,1,L,MNG,0
Negeri Sembilan,N.26,CHEMBONG,AZIZAN MARZUKI,PKR,"4,652","15,019",30.97%,0,L,KLH,0
Negeri Sembilan,N.27,RANTAU,TOK MAT,BN,MTB,0,0.00%,1,L,MTB,0
Negeri Sembilan,N.28,KOTA,HAJI ISHAK BIN OMAR,PAS,"1,333","11,076",12.04%,0,L,HD,0
Negeri Sembilan,N.28,KOTA,AWALUDIN BIN SAID,BN,"6,356","11,076",57.39%,1,L,MNG,0
Negeri Sembilan,N.28,KOTA,SAHRIZAL MASRUDIN,PKR,"3,387","11,076",30.58%,0,L,KLH,0
Negeri Sembilan,N.29,CHUAH,DATO SRI KING LIM,BN,"3,460","10,121",34.19%,0,L,KLH,0
Negeri Sembilan,N.29,CHUAH,MICHAEL YEK DIEW CHING,PKR,"6,661","10,121",65.81%,1,L,MNG,0
Negeri Sembilan,N.30,LUKUT,YEONG KUN YOU,BN,"3,044","14,493",21.00%,0,L,KLH,0
Negeri Sembilan,N.30,LUKUT,CHOO KEN HWA,PKR,"11,449","14,493",79.00%,1,L,MNG,0
Negeri Sembilan,N.31,BAGAN PINANG,TUN HAIRUDIN BIN ABU BAKAR @ DON,BN,"7,146","12,357",57.83%,1,L,MNG,0
Negeri Sembilan,N.31,BAGAN PINANG,MOHD IBRAHIM KHAN,PKR,"5,211","12,357",42.17%,0,L,KLH,AHLI PERNIAGAAN
Negeri Sembilan,N.32,LINGGI,DATO' HJ. ABDUL RAHMAN MOHD REDZA,BN,"6,072","12,513",48.53%,1,L,MNG,PEGUAM
Negeri Sembilan,N.32,LINGGI,RIZAL ISHAK,PAS,992,"12,513",7.93%,0,L,HD,PENIAGA
Negeri Sembilan,N.32,LINGGI,RUSLI BIN ABDULLAH,PKR,"5,449","12,513",43.55%,0,L,KLH,0
Negeri Sembilan,N.33,SRI TANJUNG,THINALAN T RAJAGOPALU,BN,"3,336","11,763",28.36%,0,L,KLH,0
Negeri Sembilan,N.33,SRI TANJUNG,M.RAVI,PKR,"7,366","11,763",62.62%,1,L,MNG,0
Negeri Sembilan,N.33,SRI TANJUNG,HAJI KAMAROL RIDZUAN,PAS,"1,061","11,763",9.02%,0,L,HD,KERJA SENDIRI
Negeri Sembilan,N.34,GEMAS,HAJI BAHARUDDIN ARIF BIN HAJI SIRI,PKR,"5,081","17,546",28.96%,0,L,KLH,0
Negeri Sembilan,N.34,GEMAS,MEJAR ABDUL HALIM BIN ABU BAKAR (BERSARA),PAS,"2,612","17,546",14.89%,0,L,KLH,0
Negeri Sembilan,N.34,GEMAS,ABD RAZAK BIN AB SAID,BN,"9,853","17,546",56.16%,1,L,MNG,0
Negeri Sembilan,N.35,GEMENCHEH,ISHAK BIN MAASIN,PAS,"1,122","14,697",7.63%,0,L,HD,PERSARA
Negeri Sembilan,N.35,GEMENCHEH,MOHD ISAM BIN MOHD ISA,BN,"6,963","14,697",47.38%,1,L,MNG,AHLI PERNIAGAAN
Negeri Sembilan,N.35,GEMENCHEH,SAIFUL ADLY BIN ABD WAHAB,PKR,"6,612","14,697",44.99%,0,L,KLH,AHLI PERNIAGAAN
Negeri Sembilan,N.36,REPAH,HJ.RAZAK,PAS,"1,957","16,335",11.98%,0,L,HD,0
Negeri Sembilan,N.36,REPAH,VEERAPAN A/L SUPERAMANIAM,PKR,"9,568","16,335",58.57%,1,L,MNG,0
Negeri Sembilan,N.36,REPAH,KOH KIM SWEE,BN,"4,810","16,335",29.45%,0,L,KLH,AHLI PERNIAGAAN
Pahang,N.01,TANAH RATA,CHIONG YOKE KONG,PKR,"8,821","14,653",60.20%,1,L,MNG,0
Pahang,N.01,TANAH RATA,LEONG TAK MAN,BN,"5,232","14,653",35.71%,0,L,KLH,0
Pahang,N.01,TANAH RATA,DATO' KUMAR,PAS,600,"14,653",4.09%,0,L,HD,0
Pahang,N.02,JELAI,DR. ABDUL RASID ALI,PKR,"1,298","9,736",13.33%,0,L,KLH,0
Pahang,N.02,JELAI,ABDUL KARIM BIN NOR,PAS,"2,351","9,736",24.15%,0,L,KLH,0
Pahang,N.02,JELAI,MAT NOR AYAT,PSM,229,"9,736",2.35%,0,L,HD,0
Pahang,N.02,JELAI,DATO' SRI WAN ROSDY BIN WAN ISMAIL,BN,"5,858","9,736",60.17%,1,L,MNG,0
Pahang,N.03,PADANG TENGKU,ALIAS ABD RAHMAN,PKR,"1,303","11,441",11.39%,0,L,HD,0
Pahang,N.03,PADANG TENGKU,DATO' MUSTAPA BIN LONG,BN,"5,691","11,441",49.74%,1,L,MNG,0
Pahang,N.03,PADANG TENGKU,USTAZ ROSLAN BIN HARUN,PAS,"4,447","11,441",38.87%,0,L,KLH,0
Pahang,N.04,CHEKA,HAJI SALUDIN BIN ENDOL,PAS,"3,273","9,678",33.82%,0,L,KLH,0
Pahang,N.04,CHEKA,LEE AH WONG,BN,"3,475","9,678",35.91%,1,L,MNG,0
Pahang,N.04,CHEKA,RASID BIN MUHAMAD,PKR,"2,930","9,678",30.27%,0,L,KLH,0
Pahang,N.05,BENTA,SABARUDDIN MOHD YASSIM,PKR,"2,921","6,921",42.20%,0,L,KLH,0
Pahang,N.05,BENTA,DATO' SRI HJ MOHD SOFFI BIN TAN SRI ABD RAZAK,BN,"3,261","6,921",47.12%,1,L,MNG,0
Pahang,N.05,BENTA,ANUAR BIN KASSIM,PAS,739,"6,921",10.68%,0,L,HD,0
Pahang,N.06,BATU TALAM,DASIMAH BINTI ZAINUDIN,PKR,"2,441","11,965",20.40%,0,P,KLH,0
Pahang,N.06,BATU TALAM,ABD AZIZ BIN MAT KIRAM,BN,"6,922","11,965",57.85%,1,L,MNG,0
Pahang,N.06,BATU TALAM,USTAZ TENGKU ABDUL RAHMAN,PAS,"2,602","11,965",21.75%,0,L,KLH,0
Pahang,N.07,TRAS,NG LEAP PONG,BN,"5,707","22,873",24.95%,0,L,KLH,0
Pahang,N.07,TRAS,CHIN CHOY HEE,PAS,"1,506","22,873",6.58%,0,L,HD,0
Pahang,N.07,TRAS,CHOW YU HUI,PKR,"15,660","22,873",68.47%,1,L,MNG,0
Pahang,N.08,DONG,CIKGU BEDU RAHIM,PAS,"2,462","11,098",22.18%,0,L,KLH,0
Pahang,N.08,DONG,SHAHIRUDDIN BIN AB MOIN,BN,"6,294","11,098",56.71%,1,L,MNG,AHLI MAJLIS MESYUARAT KERAJAAN NEGERI PAHANG
Pahang,N.08,DONG,DR HAMZAH JAAFFAR,PKR,"2,342","11,098",21.10%,0,L,KLH,0
Pahang,N.09,TAHAN,DATO SRI WAN AMIZAN,BN,"5,569","12,152",45.83%,0,L,KLH,0
Pahang,N.09,TAHAN,USTAZ ZAKUAN,PAS,"5,638","12,152",46.40%,1,L,MNG,0
Pahang,N.09,TAHAN,NORDIN BIN SAMAT,PKR,945,"12,152",7.78%,0,L,HD,0
Pahang,N.10,DAMAK,DATO ALY,BN,"4,395","19,827",22.17%,0,P,KLH,0
