State,Seat ID,Seat Name,Candidate Name,Candidate Party,Votes for Candidate,Total Votes Cast,% of total Votes,Candidate Win,Gender,Status,Pekerjaan
Perlis,N.05,SANTAN,BAHARUDDIN AHMAD,PAS,"2,088","7,281",28.68%,0,L,KLH,TIADA
Perlis,N.06,BINTONG,DATO' SERI AZLAN MAN,BN,"3,986","9,820",40.59%,1,L,MNG,MENTERI BESAR
Perlis,N.06,BINTONG,MERI @ MOKHTAR CHE KASSIM,PKR,"3,139","9,820",31.97%,0,L,KLH,AHLI PERNIAGAAN
Perlis,N.06,BINTONG,ABD JAMIL,PAS,"2,695","9,820",27.44%,0,L,KLH,TIADA
Perlis,N.07,SENA,ASRUL NIZAN BIN ABD JALIL,PKR,"4,177","9,928",42.07%,1,L,MNG,TIADA
Perlis,N.07,SENA,USTAZ FAKHRUL ANWAR,PAS,"1,888","9,928",19.02%,0,L,KLH,TIADA
Perlis,N.07,SENA,AZIHANI BINTI ALI,BN,"3,863","9,928",38.91%,0,P,KLH,TIADA
Perlis,N.08,INDERA KAYANGAN,GAN AY LING,PKR,"5,023","8,704",57.71%,1,P,MNG,-
Perlis,N.08,INDERA KAYANGAN,CIKGU WAN HASSAN,PAS,"1,835","8,704",21.08%,0,L,KLH,TIADA
Perlis,N.08,INDERA KAYANGAN,CHUAH TIAN HEE,BN,"1,846","8,704",21.21%,0,L,KLH,BERNIAGA
Perlis,N.09,KUALA PERLIS,CIKGU AZAM,BN,"2,999","8,318",36.05%,0,L,KLH,0
Perlis,N.09,KUALA PERLIS,AZAM KARAP,PKR,"4,253","8,318",51.13%,1,L,MNG,TIADA
Perlis,N.09,KUALA PERLIS,MOHAMAD FUAT,PAS,"1,066","8,318",12.82%,0,L,KLH,TIADA
Perlis,N.10,KAYANG,HAMIZAN BIN HASSAN,BN,"3,275","7,970",41.09%,1,L,MNG,-
Perlis,N.10,KAYANG,HJ. RADZI HASSAN,PAS,"1,855","7,970",23.27%,0,L,KLH,TIADA
Perlis,N.10,KAYANG,ABDUL HANNAAN BIN KHAIRY,PKR,"2,840","7,970",35.63%,0,L,KLH,TIADA
Perlis,N.11,PAUH,AMEIR LAWYER,PKR,"3,421","9,070",37.72%,0,L,KLH,-
Perlis,N.11,PAUH,USTAZ IDRIS,PAS,"2,085","9,070",22.99%,0,L,KLH,PESARA
Perlis,N.11,PAUH,ROZIEANA BINTI AHMAD,BN,"3,564","9,070",39.29%,1,P,MNG,TIADA
Perlis,N.12,TAMBUN TULANG,ISMAIL KASIM (CHU),BN,"4,005","8,740",45.82%,1,L,MNG,TIADA
Perlis,N.12,TAMBUN TULANG,MATON BIN DIN,PKR,"2,825","8,740",32.32%,0,L,KLH,AHLI PERNIAGAAN
Perlis,N.12,TAMBUN TULANG,DR. ABU BAKAR,PAS,"1,910","8,740",21.85%,0,L,KLH,TIADA
Perlis,N.13,GUAR SANJI,USTAZ MOHD RIDZUAN,PAS,"3,199","7,582",42.19%,1,L,MNG,TIADA
Perlis,N.13,GUAR SANJI,KAK IDA,PKR,"1,512","7,582",19.94%,0,P,KLH,-
Perlis,N.13,GUAR SANJI,AFIFI BIN OSMAN,BN,"2,871","7,582",37.87%,0,L,KLH,TIADA
Perlis,N.14,SIMPANG EMPAT,RUS'SELE EIZAN,PAS,"2,446","6,934",35.28%,0,L,KLH,PESARA
Perlis,N.14,SIMPANG EMPAT,NURULHISHAM BIN YAAKOB,BN,"2,528","6,934",36.46%,1,L,MNG,AHLI MESYUARAT KERAJAAN NEGERI PERLIS
Perlis,N.14,SIMPANG EMPAT,DR. HAKIM,PKR,"1,960","6,934",28.27%,0,L,KLH,DOKTOR PERGIGIAN (KLINIK PERGIGIAN SWASTA)
Perlis,N.15,SANGLANG,USTAZ ZOLKHARNAIN ABIDIN,PKR,"1,379","7,279",18.94%,0,L,KLH,PESARA
Perlis,N.15,SANGLANG,CIKGU SHUKRI,PAS,"2,971","7,279",40.82%,1,L,MNG,PESARA
Perlis,N.15,SANGLANG,CHE ZAIDI BIN SAIDIN,BN,"2,929","7,279",40.24%,0,L,KLH,TIADA
Selangor,N.01,SUNGAI AIR TAWAR,HAJI ZAMRI BIN YAHYA,PAS,"3,997","13,355",29.93%,0,L,KLH,TIADA
Selangor,N.01,SUNGAI AIR TAWAR,RIZAM,BN,"5,437","13,355",40.71%,1,L,MNG,PENIAGA
Selangor,N.01,SUNGAI AIR TAWAR,MOHD HAMIZAR BIN SULAIMAN,PKR,"3,921","13,355",29.36%,0,L,KLH,TIADA
Selangor,N.02,SABAK,SALLEHUDDIN,BN,"6,851","20,015",34.23%,0,L,KLH,JURUNILAI
Selangor,N.02,SABAK,AHMAD MUSTAIN BIN OTHMAN,PKR,"6,981","20,015",34.88%,1,L,MNG,PENIAGA
Selangor,N.02,SABAK,USTAZ HAJI SALLEHEN BIN MUKHYI,PAS,"6,183","20,015",30.89%,0,L,KLH,TIADA
Selangor,N.03,SUNGAI PANJANG,MOHD IMRAN BIN TAMRIN,BN,"10,530","25,975",40.54%,1,L,MNG,PEGUAM
Selangor,N.03,SUNGAI PANJANG,USTAZAH MARIAM,PKR,"8,446","25,975",32.52%,0,P,KLH,TIADA
Selangor,N.03,SUNGAI PANJANG,USTAZ MOHD RAZALI BIN SAARI,PAS,"6,999","25,975",26.95%,0,L,KLH,PENDAKWAH
Selangor,N.04,SEKINCHAN,NG SUEE LIM,PKR,"7,863","15,233",51.62%,1,L,MNG,-
Selangor,N.04,SEKINCHAN,USTAZ HAJI MOHD FADLIN BIN TASLIMIN,PAS,"2,351","15,233",15.43%,0,L,KLH,BEKERJA SENDIRI
Selangor,N.04,SEKINCHAN,LEE YEE YUAN,BN,"5,019","15,233",32.95%,0,L,KLH,-
Selangor,N.05,HULU BERNAM,HAJI AMRAN SAKIR,PKR,"8,144","18,862",43.18%,0,L,KLH,AHLI PERNIAGAAN
Selangor,N.05,HULU BERNAM,SALLEH RI,PAS,"2,554","18,862",13.54%,0,L,KLH,TIADA
Selangor,N.05,HULU BERNAM,DATUK ROSNI BINTI SOHAR,BN,"8,164","18,862",43.28%,1,P,MNG,TIADA
Selangor,N.06,KUALA KUBU BAHARU,WONG KOON MUN,BN,"6,967","24,374",28.58%,0,L,KLH,AHLI PERNIAGAAN
Selangor,N.06,KUALA KUBU BAHARU,LEE KEE HIONG,PKR,"14,101","24,374",57.85%,1,P,MNG,-
Selangor,N.06,KUALA KUBU BAHARU,NAHARUDIN BIN ABDUL RASHID,PAS,"3,306","24,374",13.56%,0,L,KLH,-
Selangor,N.07,BATANG KALI,DATUK HJ MAT NADZARI BIN AHMAD DAHLAN,BN,"13,221","42,165",31.36%,0,L,KLH,TIADA
Selangor,N.07,BATANG KALI,HARUMAINI BIN HAJI OMAR,PKR,"21,536","42,165",51.08%,1,L,MNG,-
Selangor,N.07,BATANG KALI,HJ MD HASNIZAN HARUN,PAS,"7,408","42,165",17.57%,0,L,KLH,-
Selangor,N.08,SUNGAI BURONG,DATO' HJ. MOHD SHAMSUDIN,BN,"8,741","20,475",42.69%,1,L,MNG,BEKERJA SENDIRI
Selangor,N.08,SUNGAI BURONG,USTAZ DR. ZAMRI MANTOP,PAS,"6,411","20,475",31.31%,0,L,KLH,AHLI PERNIAGAAN
Selangor,N.08,SUNGAI BURONG,MOHD TARMIZI BIN LAZIM,PKR,"5,323","20,475",26.00%,0,L,KLH,TIADA
Selangor,N.09,PERMATANG,ROZANA ZAINAL ABIDIN,PKR,"9,208","20,004",46.03%,1,P,MNG,0
Selangor,N.09,PERMATANG,MUHAMMAD JAFARUDIN BIN SHEIK DAUD,PAS,"2,746","20,004",13.73%,0,L,KLH,0
Selangor,N.09,PERMATANG,DATUK SULAIMAN RAZAK,BN,"8,050","20,004",40.24%,0,L,KLH,BEKERJA SENDIRI
Selangor,N.10,BUKIT MELAWATI,JAKIRAN BIN JACOMAH,BN,"8,355","22,666",36.86%,0,L,KLH,TIADA
Selangor,N.10,BUKIT MELAWATI,CIKGU RASHID,PAS,"3,261","22,666",14.39%,0,L,KLH,TIADA
Selangor,N.10,BUKIT MELAWATI,JUWAIRIYA ZULKIFLI,PKR,"11,050","22,666",48.75%,1,P,MNG,0
Selangor,N.11,IJOK,KUMARAN A/L TAMIL DASSEN,PRM,76,"19,732",0.39%,0,L,HD,0
Selangor,N.11,IJOK,KR. PARTHIBAN,BN,"6,800","19,732",34.46%,0,L,KLH,0
Selangor,N.11,IJOK,IDRIS BIN AHMAD,PKR,"8,914","19,732",45.18%,1,L,MNG,0
Selangor,N.11,IJOK,JEFRI BIN MEJAN,PAS,"3,942","19,732",19.98%,0,L,KLH,TIADA
Selangor,N.12,JERAM,MOHD SHAID BIN ROSLI,PKR,"7,087","17,309",40.94%,1,L,MNG,0
Selangor,N.12,JERAM,USTAZ MOHD NOOR,PAS,"4,326","17,309",24.99%,0,L,KLH,PENDAKWAH BEBAS
Selangor,N.12,JERAM,CIKGU ZAHAR,BN,"5,896","17,309",34.06%,0,L,KLH,TIADA
Selangor,N.13,KUANG,DATUK ABDUL SHUKUR BIN IDRUS,BN,"6,985","22,546",30.98%,0,L,KLH,BEKERJA SENDIRI
Selangor,N.13,KUANG,USTAZ MOHD FAUZAN MADZLAN,PAS,"5,672","22,546",25.16%,0,L,KLH,TIADA
Selangor,N.13,KUANG,SALLEH AMIRUDDIN,PKR,"9,845","22,546",43.67%,1,L,MNG,0
Selangor,N.13,KUANG,MOHD RAFIE BIN MOHAMMAD ARIF,PRM,44,"22,546",0.20%,0,L,HD,PENGUSAHA BENGKEL KENDERAAN
Selangor,N.14,RAWANG,KONG TUCK WAH,PAS,"2,259","38,935",5.80%,0,L,HD,TIADA
Selangor,N.14,RAWANG,Sr. AZMAN BIN MOHD. NOOR,BEBAS - BUKU,644,"38,935",1.65%,0,L,HD,BEKERJA SENDIRI
Selangor,N.14,RAWANG,CHUA WEI KIAT,PKR,"29,946","38,935",76.91%,1,L,MNG,0
Selangor,N.14,RAWANG,CHAN WUN HOONG,BN,"6,086","38,935",15.63%,0,L,KLH,AHLI PERNIAGAAN
Selangor,N.15,TAMAN TEMPLER,ZAIDY BIN ABDUL TALIB,PAS,"10,459","36,591",28.58%,0,L,KLH,TIADA
Selangor,N.15,TAMAN TEMPLER,DATO' Ir HJ MD NASIR BIN IBRAHIM,BN,"7,580","36,591",20.72%,0,L,KLH,JURUTERA
Selangor,N.15,TAMAN TEMPLER,KOH SWE YONG,PRM,82,"36,591",0.22%,0,L,HD,GURU
Selangor,N.15,TAMAN TEMPLER,MOHD SANY HAMZAN,PKR,"18,362","36,591",50.18%,1,L,MNG,KERJA SENDIRI
Selangor,N.15,TAMAN TEMPLER,DR. RAJANDRAN,PAP,108,"36,591",0.30%,0,L,HD,0
Selangor,N.16,SUNGAI TUA,BADRUL ACONG,BEBAS - KUNCI,268,"28,316",0.95%,0,L,HD,BEKERJA SENDIRI
Selangor,N.16,SUNGAI TUA,DATUK N. RAWISANDRAN,BN,"6,072","28,316",21.44%,0,L,KLH,AHLI PERNIAGAAN
Selangor,N.16,SUNGAI TUA,USTAZ MAD CHINA,PAS,"4,530","28,316",16.00%,0,L,KLH,SENDIRI
Selangor,N.16,SUNGAI TUA,AMIRUDIN SHARI,PKR,"17,446","28,316",61.61%,1,L,MNG,AHLI POLITIK
Selangor,N.17,GOMBAK SETIA,MEGAT ZULKARNAIN BIN OMARDIN,BN,"11,113","47,028",23.63%,0,L,KLH,SENATOR
Selangor,N.17,GOMBAK SETIA,HILMAN IDHAM,PKR,"24,157","47,028",51.37%,1,L,MNG,AHLI POLITIK
Selangor,N.17,GOMBAK SETIA,USTAZ HASBULLAH RIDZWAN,PAS,"11,758","47,028",25.00%,0,L,KLH,TIADA
Selangor,N.18,HULU KELANG,USTAZ FARHAN @ KAMALULHYSHAM,PAS,"7,573","43,716",17.32%,0,L,KLH,TIADA
Selangor,N.18,HULU KELANG,ISMAIL BIN AHMAD,BN,"10,397","43,716",23.78%,0,L,KLH,AHLI PERNIAGAAN
Selangor,N.18,HULU KELANG,SAARI BIN SUNGIB,PKR,"25,746","43,716",58.89%,1,L,MNG,0
Selangor,N.19,BUKIT ANTARABANGSA,SHARIFAH HASLIZAH BINTI SYED ARIFFIN,PAS,"2,311","38,789",5.96%,0,P,HD,BEKERJA SENDIRI
Selangor,N.19,BUKIT ANTARABANGSA,DIVA AA,BEBAS - GAJAH,90,"38,789",0.23%,0,L,HD,PENERBIT PENGACARA HIBURAN
Selangor,N.19,BUKIT ANTARABANGSA,DATO' SERI AZMIN ALI,PKR,"30,892","38,789",79.64%,1,L,MNG,DATO MENTERI BESAR SELANGOR
Selangor,N.19,BUKIT ANTARABANGSA,SALWA HJ. YUNUS,BN,"5,380","38,789",13.87%,0,P,KLH,AKAUNTAN
Selangor,N.19,BUKIT ANTARABANGSA,AHMAD BIN KAMARUDIN,PRM,116,"38,789",0.30%,0,L,HD,BEKERJA SENDIRI
Selangor,N.20,LEMBAH JAYA,KHASIM BIN ABDUL AZIZ,PAS,"7,358","37,769",19.48%,0,L,KLH,BEKERJA SENDIRI
Selangor,N.20,LEMBAH JAYA,HANIZA TALHA,PKR,"22,512","37,769",59.60%,1,P,MNG,TIADA
Selangor,N.20,LEMBAH JAYA,NORIZWAN,PRM,177,"37,769",0.47%,0,L,HD,TIADA
Selangor,N.20,LEMBAH JAYA,MUHAMAD NIZAM,BN,"7,722","37,769",20.45%,0,L,KLH,AHLI PERNIAGAAN
Selangor,N.21,PANDAN INDAH,IZHAM BIN HASHIM,PKR,"24,914","40,959",60.83%,1,L,MNG,AHLI PERNIAGAAN
Selangor,N.21,PANDAN INDAH,DATO' ISKANDAR A. SAMAD,PAS,"7,517","40,959",18.35%,0,L,KLH,BEKERJA SENDIRI
Selangor,N.21,PANDAN INDAH,DATUK HAJI HANIFF BIN KOSLAN,BN,"8,528","40,959",20.82%,0,L,KLH,BERNIAGA
Selangor,N.22,TERATAI,BEN LIEW POK BOON,BN,"4,784","44,794",10.68%,0,L,HD,PENIAGA
Selangor,N.22,TERATAI,JENICE LEE YING HA,PRM,529,"44,794",1.18%,0,P,HD,BUSINESS
Selangor,N.22,TERATAI,IRMAN WAHAB,PAS,"5,028","44,794",11.22%,0,L,HD,BEKERJA SENDIRI
Selangor,N.22,TERATAI,LAI WAI CHONG (BRYAN),PKR,"34,453","44,794",76.91%,1,L,MNG,0
Selangor,N.23,DUSUN TUA,HAJI MOHD ZIN BIN ISA,BN,"11,903","41,999",28.34%,0,L,KLH,0
Selangor,N.23,DUSUN TUA,EDRY FAIZAL,PKR,"22,325","41,999",53.16%,1,L,MNG,AHLI MAJLIS
Selangor,N.23,DUSUN TUA,RAZALY BIN HASSAN,PAS,"7,771","41,999",18.50%,0,L,KLH,0
Selangor,N.24,SEMENYIH,DATUK HAJI JOHAN BIN ABD AZIZ,BN,"14,464","46,151",31.34%,0,L,KLH,0
Selangor,N.24,SEMENYIH,HAJI MAD SHAHMIOUR MAT KOSIM,PAS,"6,966","46,151",15.09%,0,L,KLH,0
Selangor,N.24,SEMENYIH,ARUL,PSM,"1,293","46,151",2.80%,0,L,HD,0
Selangor,N.24,SEMENYIH,BAKHTIAR BIN MOHD NOR,PKR,"23,428","46,151",50.76%,1,L,MNG,0
Selangor,N.25,KAJANG,HEE LOY SIAN,PKR,"39,055","54,555",71.59%,1,L,MNG,0
Selangor,N.25,KAJANG,DENNIS WAN,PRM,103,"54,555",0.19%,0,L,HD,0
Selangor,N.25,KAJANG,TEH YEOW MENG,BN,"7,097","54,555",13.01%,0,L,KLH,0
Selangor,N.25,KAJANG,ZAITON BINTI AHMAD,PAS,"8,300","54,555",15.21%,0,P,KLH,0
Selangor,N.26,SUNGAI RAMAL,HJ. MAZWAN JOHAR,PKR,"24,591","47,924",51.31%,1,L,MNG,PEGUAM
Selangor,N.26,SUNGAI RAMAL,ABDUL RAHIM BIN MOHD AMIN,BN,"9,372","47,924",19.56%,0,L,KLH,BERNIAGA
Selangor,N.26,SUNGAI RAMAL,USTAZ NUSHI DATO MAHFODZ,PAS,"13,961","47,924",29.13%,0,L,KLH,0
Selangor,N.27,BALAKONG,MOHAMAD IBRAHIM GHAZALI,PAS,"6,230","53,872",11.56%,0,L,HD,AKAUNTAN
Selangor,N.27,BALAKONG,NG TIEN CHEE (EDDIE),PKR,"41,768","53,872",77.53%,1,L,MNG,0
Selangor,N.27,BALAKONG,IR LIM CHIN WAH,BN,"5,874","53,872",10.90%,0,L,HD,JURUTERA
Selangor,N.28,SERI KEMBANGAN,EAN YONG HIAN WAH,PKR,"34,659","38,173",90.79%,1,L,MNG,0
Selangor,N.28,SERI KEMBANGAN,CHANG TOONG WOH,BN,"3,514","38,173",9.21%,0,L,HD,JURUTERA
Selangor,N.29,SERI SERDANG,DR MARIAH MAHMUD,PKR,"27,088","45,365",59.71%,1,P,MNG,0
Selangor,N.29,SERI SERDANG,HJH. NOOR HANIM ISMAIL,PAS,"5,552","45,365",12.24%,0,P,HD,0
Selangor,N.29,SERI SERDANG,MOHAMAD SATIM BIN DIMAN,BN,"12,725","45,365",28.05%,0,L,KLH,0
Selangor,N.30,KINRARA,NG SZE HAN,PKR,"52,207","62,934",82.96%,1,L,MNG,0
Selangor,N.30,KINRARA,CHIEW KAI HENG,BN,"6,995","62,934",11.11%,0,L,HD,0
Selangor,N.30,KINRARA,DATO JONATHAN LIM YING RAN,PAS,"3,732","62,934",5.93%,0,L,HD,0
Selangor,N.31,SUBANG JAYA,MICHELLE NG MEI SZE,PKR,"55,354","62,664",88.33%,1,P,MNG,PEGUAM
Selangor,N.31,SUBANG JAYA,TOH SIN WAH,BEBAS - GAJAH,228,"62,664",0.36%,0,L,HD,0
Selangor,N.31,SUBANG JAYA,MEJAR (B) CHONG AH WATT,BN,"7,082","62,664",11.30%,0,L,HD,AHLI PERNIAGAAN
Selangor,N.32,SERI SETIA,MOHD GHAZALI BIN DAUD,PAS,"4,563","43,908",10.39%,0,L,HD,TIADA
Selangor,N.32,SERI SETIA,DR. S. VIGNES,BEBAS - GAJAH,217,"43,908",0.49%,0,L,HD,AHLI PERNIAGAAN
Selangor,N.32,SERI SETIA,DATUK HAJI YUSOFF HM HANIFF,BN,"9,878","43,908",22.50%,0,L,KLH,AHLI PERNIAGAAN
Selangor,N.32,SERI SETIA,DR. SHAHARUDDIN B. BADARUDDIN,PKR,"29,250","43,908",66.62%,1,L,MNG,TIADA
Selangor,N.33,TAMAN MEDAN,ARIFFIN BIN MAHAIYUDDIN,PAS,"5,090","37,574",13.55%,0,L,KLH,TIADA
Selangor,N.33,TAMAN MEDAN,USTAZ SYAMSUL FIRDAUS,PKR,"21,712","37,574",57.78%,1,L,MNG,PENDAKWAH BEBAS
Selangor,N.33,TAMAN MEDAN,ABDUL MUTALIF BIN ABDUL RAHIM,BN,"10,772","37,574",28.67%,0,L,KLH,AHLI PERNIAGAAN
Selangor,N.34,BUKIT GASING,RAJIV RISHYAKARAN,PKR,"29,366","33,787",86.92%,1,L,MNG,TIADA
Selangor,N.34,BUKIT GASING,DAVID SEW KAH HENG,PAS,890,"33,787",2.63%,0,L,HD,0
Selangor,N.34,BUKIT GASING,CHAI KO THING,BN,"3,531","33,787",10.45%,0,L,HD,PEGUAM
Selangor,N.35,KAMPUNG TUNKU,LIM YI WEI,PKR,"34,477","38,510",89.53%,1,P,MNG,-
Selangor,N.35,KAMPUNG TUNKU,TAN GIM TUAN GT,BN,"4,033","38,510",10.47%,0,L,HD,PENASIHAT UNDANG UNDANG
Selangor,N.36,BANDAR UTAMA,CH'NG SOO CHAU,BN,"3,882","42,721",9.09%,0,L,HD,-
Selangor,N.36,BANDAR UTAMA,JAMALIAH BINTI JAMALUDDIN,PKR,"38,651","42,721",90.47%,1,P,MNG,-
Selangor,N.36,BANDAR UTAMA,PETER CHONG,BEBAS - KUNCI,188,"42,721",0.44%,0,L,HD,0
Selangor,N.37,BUKIT LANJAN,ELIZABETH WONG,PKR,"47,748","55,263",86.40%,1,L,MNG,AHLI POLITIK
Selangor,N.37,BUKIT LANJAN,SYED ABDUL RAZAK,BN,"7,515","55,263",13.60%,0,L,KLH,PENGARAH SYARIKAT
Selangor,N.38,PAYA JARAS,DATO' ZEIN ISMA,BN,"8,304","34,722",23.92%,0,L,KLH,AHLI PERNIAGAAN
Selangor,N.38,PAYA JARAS,HANAFI BIN ZULKAPLI,PAS,"6,042","34,722",17.40%,0,L,KLH,TIADA
Selangor,N.38,PAYA JARAS,MOHD KHAIRUDDIN,PKR,"20,376","34,722",58.68%,1,L,MNG,PEGUAM
Selangor,N.39,KOTA DAMANSARA,HAJAH HALIMATON SAADIAH,BN,"10,737","43,245",24.83%,0,P,KLH,TIDAK BEKERJA
Selangor,N.39,KOTA DAMANSARA,SHATIRI MANSOR,PKR,"26,440","43,245",61.14%,1,L,MNG,TIADA
Selangor,N.39,KOTA DAMANSARA,SITI ROHAYA BINTI AHAD,PAS,"5,633","43,245",13.03%,0,P,KLH,TIADA
Selangor,N.39,KOTA DAMANSARA,A. SIVARAJAN,PSM,435,"43,245",1.01%,0,L,HD,SETIAUSAHA AGUNG PARTI SOSIALIS MALAYSIA
Selangor,N.40,KOTA ANGGERIK,JUMAEAH BINTI MASDI,BN,"8,924","45,814",19.48%,0,P,KLH,PESARA
Selangor,N.40,KOTA ANGGERIK,NAJWAN HALIMI,PKR,"26,947","45,814",58.82%,1,L,MNG,0
Selangor,N.40,KOTA ANGGERIK,USTAZ AHMAD DUSUKI,PAS,"9,943","45,814",21.70%,0,L,KLH,0
Selangor,N.41,BATU TIGA,RODZIAH ISMAIL,PKR,"27,638","47,453",58.24%,1,P,MNG,AHLI POLITIK
Selangor,N.41,BATU TIGA,HAJI ABDUL HALIM BIN OMAR,PAS,"7,793","47,453",16.42%,0,L,KLH,0
Selangor,N.41,BATU TIGA,AHMAD MUA'ADZAM SHAH BIN YA'AKOP,BN,"12,022","47,453",25.33%,0,L,KLH,BERNIAGA
Selangor,N.42,MERU,KHAIRUL ANUAR BIN SAIMUN,BN,"8,057","33,944",23.74%,0,L,KLH,0
Selangor,N.42,MERU,MANIKAVASAGAM,PRM,346,"33,944",1.02%,0,L,HD,0
Selangor,N.42,MERU,NOOR NAJHAN BIN MOHAMAD SALLEH,PAS,"7,804","33,944",22.99%,0,L,KLH,0
Selangor,N.42,MERU,ALEX SHEE CHEE WENG,BEBAS - POKOK,72,"33,944",0.21%,0,L,HD,PENIAGA
Selangor,N.42,MERU,USTAZ FAKHRULRAZI MOKHTAR,PKR,"17,665","33,944",52.04%,1,L,MNG,AHLI PERNIAGAAN
Selangor,N.43,SEMENTA,SARONI BIN JUDI,BN,"12,497","38,180",32.73%,0,L,KLH,AHLI PERNIAGAAN
Selangor,N.43,SEMENTA,DR DAROYAH BINTI ALWI,PKR,"17,867","38,180",46.80%,1,P,MNG,0
Selangor,N.43,SEMENTA,GANDHI A/P NAGAMUTHU,PRM,120,"38,180",0.31%,0,P,HD,0
Selangor,N.43,SEMENTA,WAN HASRINA BINTI WAN HASSAN,PAS,"7,696","38,180",20.16%,0,P,KLH,0
Selangor,N.44,SELAT KLANG,ABDUL RASHID BIN ASARI,PKR,"12,266","34,082",35.99%,1,L,MNG,AHLI PERNIAGAAN
Selangor,N.44,SELAT KLANG,MOHD KHAIRI BIN HUSSIN,BN,"9,949","34,082",29.19%,0,L,KLH,0
Selangor,N.44,SELAT KLANG,JEICHANDRAN A/L WADIVELU,PRM,52,"34,082",0.15%,0,L,HD,0
Selangor,N.44,SELAT KLANG,DR HALIMAH ALI,PAS,"11,766","34,082",34.52%,0,P,KLH,DOKTOR PERUBATAN KLINIK SWASTA
Selangor,N.44,SELAT KLANG,ZAINAL AZWAR BIN KAMARUDDIN,BEBAS - KUNCI,49,"34,082",0.14%,0,L,HD,0
Selangor,N.45,BANDAR BARU KLANG,TEOH KAH YEONG,BN,"5,098","50,024",10.19%,0,L,HD,PENGURUS JUALAN
Selangor,N.45,BANDAR BARU KLANG,DATO' TENG CHANG KHIM,PKR,"44,926","50,024",89.81%,1,L,MNG,0
Selangor,N.46,PELABUHAN KLANG,DATO SEIKH RAJESH BIN DATO SRI SEIKH AHMAD,BN,"9,415","28,305",33.26%,0,L,KLH,AHLI PERNIAGAAN
Selangor,N.46,PELABUHAN KLANG,AZMIZAM ZAMAN HURI,PKR,"15,837","28,305",55.95%,1,L,MNG,0
Selangor,N.46,PELABUHAN KLANG,SHAN @ SHANMUGAM,PSM,128,"28,305",0.45%,0,L,HD,PEMANDU LORI SENDIRI
Selangor,N.46,PELABUHAN KLANG,KHALID BIN NAYAN,PAS,"2,925","28,305",10.33%,0,L,HD,AHLI PERNIAGAAN
Selangor,N.47,PANDAMARAN,SANTOKH SINGH,PAS,"1,459","48,700",3.00%,0,L,HD,0
Selangor,N.47,PANDAMARAN,TONY LEONG TUCK CHEE,PKR,"41,552","48,700",85.32%,1,L,MNG,0
Selangor,N.47,PANDAMARAN,TEE HOOI LING,BN,"5,689","48,700",11.68%,0,P,HD,AHLI PERNIAGAAN
Selangor,N.48,SENTOSA,GUNARAJ,PKR,"38,106","44,508",85.62%,1,L,MNG,AHLI PERNIAGAAN
Selangor,N.48,SENTOSA,RAJAN MANIKESAVAN,PAS,"1,722","44,508",3.87%,0,L,HD,0
Selangor,N.48,SENTOSA,DATO' R.S.MANIAM,BN,"4,506","44,508",10.12%,0,L,HD,AHLI PERNIAGAAN
Selangor,N.48,SENTOSA,M . THILAI,PRM,79,"44,508",0.18%,0,L,HD,0
Selangor,N.48,SENTOSA,PS RAJOO,BEBAS - KUNCI,95,"44,508",0.21%,0,L,HD,0
Selangor,N.49,SUNGAI KANDIS,HANAFIAH BIN HUSIN,PRM,76,"43,165",0.18%,0,L,HD,0
Selangor,N.49,SUNGAI KANDIS,KAMARUZZAMAN BIN JOHARI,BN,"11,518","43,165",26.68%,0,L,KLH,0
Selangor,N.49,SUNGAI KANDIS,SHUHAIMI HAJI SHAFIEI,PKR,"23,998","43,165",55.60%,1,L,MNG,0
Selangor,N.49,SUNGAI KANDIS,MOHD YUSOF,PAS,"7,573","43,165",17.54%,0,L,KLH,0
Selangor,N.50,KOTA KEMUNING,ABDUL RAZAK ISMAIL,PSM,226,"40,515",0.56%,0,L,HD,0
Selangor,N.50,KOTA KEMUNING,BURHAN BIN ADNAN,PAS,"6,978","40,515",17.22%,0,L,KLH,0
Selangor,N.50,KOTA KEMUNING,GANABATIRAU VERAMAN,PKR,"28,617","40,515",70.63%,1,L,MNG,0
Selangor,N.50,KOTA KEMUNING,TIEW HOCK HUAT,BN,"4,601","40,515",11.36%,0,L,HD,0
Selangor,N.50,KOTA KEMUNING,RAJASEKARAN,BEBAS - KUNCI,93,"40,515",0.23%,0,L,HD,0
Selangor,N.51,SIJANGKANG,MOHD HAMIDI BIN ABU BAKAR,PKR,"11,011","34,119",32.27%,0,L,KLH,AHLI PERNIAGAAN
Selangor,N.51,SIJANGKANG,DATO' SULAIMAN BIN MOHD KARLI,BN,"10,420","34,119",30.54%,0,L,KLH,AHLI PERNIAGAAN
Selangor,N.51,SIJANGKANG,DR AHMAD YUNUS BIN HAIRI,PAS,"12,688","34,119",37.19%,1,L,MNG,EXCO KERAJAAN NEGERI SELANGOR (SEMENTARA)
Selangor,N.52,BANTING,NG SIOK HWA,BN,"4,547","26,704",17.03%,0,P,KLH,AHLI PERNIAGAAN
Selangor,N.52,BANTING,LAU WENG SAN,PKR,"21,846","26,704",81.81%,1,L,MNG,0
Selangor,N.52,BANTING,PHILIP TAN CHOON SWEE,PRM,311,"26,704",1.16%,0,L,HD,0
Selangor,N.53,MORIB,DR MOHD SALLEHUDDIN HAFIZ,PAS,"7,329","27,212",26.93%,0,L,KLH,PENGAMAL PERUBATAN
