Year,Quarter,Blocks of countries,Category,Countries,Credit RM million,Debit RM million,Net RM million
2021,2Q,Other Block of Countries,Total Other Block of Countries,Total Country,1318,1124,194
2021,2Q,Southeast Asia,of which,Singapore,7330,6879,451
2021,2Q,Southeast Asia,of which,Thailand,393,350,43
2021,2Q,Southeast Asia,Total Southeast Asia,Total Country,9669,7645,2023
2021,3Q,East Asia,of which,"China, People's Republic of",1960,1425,535
2021,3Q,East Asia,of which,"Hong Kong, SAR",3228,2737,492
2021,3Q,East Asia,of which,Japan,2643,2959,-316
2021,3Q,East Asia,of which,"Korea, Republic of",1542,966,576
2021,3Q,East Asia,of which,Taiwan,430,159,272
2021,3Q,East Asia,Total East Asia,Total Country,9808,8249,1559
2021,3Q,Europe,of which,Denmark,168,46,122
2021,3Q,Europe,of which,France,176,219,-43
2021,3Q,Europe,of which,Germany,1797,1932,-135
2021,3Q,Europe,of which,Luxembourg,335,198,137
2021,3Q,Europe,of which,Netherlands,10330,8490,1840
2021,3Q,Europe,of which,Switzerland,3396,6807,-3411
2021,3Q,Europe,of which,United Kingdom,1665,485,1181
2021,3Q,Europe,Total Europe,Total Country,20360,19626,734
2021,3Q,Latin America,of which,Bermuda,1220,305,915
2021,3Q,Latin America,of which,Cayman Islands,570,791,-220
2021,3Q,Latin America,of which,Virgin Islands (British),1001,1573,-573
2021,3Q,Latin America,Total Latin America,Total Country,2941,2761,180
2021,3Q,North America,of which,United States,4871,3799,1072
2021,3Q,North America,Total North America,Total Country,4958,3840,1118
2021,3Q,Oceania,of which,Australia,687,174,513
2021,3Q,Oceania,Total Oceania,Total Country,899,278,621
2021,3Q,Other Block of Countries,Total Other Block of Countries,Total Country,2053,1247,806
2021,3Q,Southeast Asia,of which,Singapore,10609,7408,3200
2021,3Q,Southeast Asia,of which,Thailand,409,154,255
2021,3Q,Southeast Asia,Total Southeast Asia,Total Country,12679,8206,4473
2021,4Q,East Asia,of which,"China, People's Republic of",2030,1571,459
2021,4Q,East Asia,of which,"Hong Kong, SAR",4054,1768,2285
2021,4Q,East Asia,of which,Japan,4538,2694,1844
2021,4Q,East Asia,of which,"Korea, Republic of",3357,902,2455
2021,4Q,East Asia,of which,Taiwan,805,544,261
2021,4Q,East Asia,Total East Asia,Total Country,14784,7480,7303
2021,4Q,Europe,of which,Denmark,219,14,205
2021,4Q,Europe,of which,France,217,293,-76
2021,4Q,Europe,of which,Germany,385,1475,-1089
2021,4Q,Europe,of which,Luxembourg,264,315,-51
2021,4Q,Europe,of which,Netherlands,12443,9261,3182
2021,4Q,Europe,of which,Switzerland,236,5886,-5650
2021,4Q,Europe,of which,United Kingdom,3813,3203,610
2021,4Q,Europe,Total Europe,Total Country,20694,21594,-900
2021,4Q,Latin America,of which,Bermuda,1051,62,989
2021,4Q,Latin America,of which,Cayman Islands,1090,2927,-1837
2021,4Q,Latin America,of which,Virgin Islands (British),2705,1035,1670
2021,4Q,Latin America,Total Latin America,Total Country,5313,4186,1127
2021,4Q,North America,of which,United States,16876,4739,12136
2021,4Q,North America,Total North America,Total Country,16954,4778,12176
2021,4Q,Oceania,of which,Australia,449,313,136
2021,4Q,Oceania,Total Oceania,Total Country,617,524,93
2021,4Q,Other Block of Countries,Total Other Block of Countries,Total Country,2521,2338,183
2021,4Q,Southeast Asia,of which,Singapore,9538,7067,2471
2021,4Q,Southeast Asia,of which,Thailand,371,2771,-2400
2021,4Q,Southeast Asia,Total Southeast Asia,Total Country,10749,12275,-1526
2022,1Q,East Asia,of which,"China, People's Republic of",1699,1301,398
2022,1Q,East Asia,of which,"Hong Kong, SAR",3947,1619,2328
2022,1Q,East Asia,of which,Japan,5504,3184,2320
2022,1Q,East Asia,of which,"Korea, Republic of",1869,1344,525
2022,1Q,East Asia,of which,Taiwan,580,300,280
2022,1Q,East Asia,Total East Asia,Total Country,13603,7749,5853
2022,1Q,Europe,of which,Denmark,80,25,55
2022,1Q,Europe,of which,France,250,281,-31
2022,1Q,Europe,of which,Germany,2493,1983,510
2022,1Q,Europe,of which,Luxembourg,361,275,85
2022,1Q,Europe,of which,Netherlands,10928,13850,-2922
2022,1Q,Europe,of which,Switzerland,12409,3258,9151
2022,1Q,Europe,of which,United Kingdom,3918,2090,1828
2022,1Q,Europe,Total Europe,Total Country,34158,23216,10942
2022,1Q,Latin America,of which,Bermuda,-1686,29,-1715
2022,1Q,Latin America,of which,Cayman Islands,1628,725,903
2022,1Q,Latin America,of which,Virgin Islands (British),562,638,-76
2022,1Q,Latin America,Total Latin America,Total Country,1084,1474,-390
2022,1Q,North America,of which,United States,14056,8034,6022
2022,1Q,North America,Total North America,Total Country,13541,8175,5366
2022,1Q,Oceania,of which,Australia,677,131,545
2022,1Q,Oceania,Total Oceania,Total Country,939,237,701
2022,1Q,Other Block of Countries,Total Other Block of Countries,Total Country,2171,1562,609
2022,1Q,Southeast Asia,of which,Singapore,8967,7974,993
2022,1Q,Southeast Asia,of which,Thailand,634,349,285
2022,1Q,Southeast Asia,Total Southeast Asia,Total Country,10620,9326,1294
2022,2Q,East Asia,of which,"China, People's Republic of",2318,1418,901
2022,2Q,East Asia,of which,"Hong Kong, SAR",3693,2203,1490
2022,2Q,East Asia,of which,Japan,4674,3677,998
2022,2Q,East Asia,of which,"Korea, Republic of",1297,1617,-320
2022,2Q,East Asia,of which,Taiwan,488,460,28
2022,2Q,East Asia,Total East Asia,Total Country,12474,9380,3094
2022,2Q,Europe,of which,Denmark,-138,93,-231
2022,2Q,Europe,of which,France,304,392,-89
2022,2Q,Europe,of which,Germany,3133,1706,1428
2022,2Q,Europe,of which,Luxembourg,360,273,87
2022,2Q,Europe,of which,Netherlands,11609,10125,1484
2022,2Q,Europe,of which,Switzerland,1388,3098,-1710
2022,2Q,Europe,of which,United Kingdom,2624,2583,41
2022,2Q,Europe,Total Europe,Total Country,20496,19616,879
2022,2Q,Latin America,of which,Bermuda,1963,253,1710
2022,2Q,Latin America,of which,Cayman Islands,719,935,-216
2022,2Q,Latin America,of which,Virgin Islands (British),489,193,297
2022,2Q,Latin America,Total Latin America,Total Country,3169,1484,1685
2022,2Q,North America,of which,United States,9988,4144,5844
2022,2Q,North America,Total North America,Total Country,10022,4316,5706
2022,2Q,Oceania,of which,Australia,581,357,223
2022,2Q,Oceania,Total Oceania,Total Country,714,458,256
2022,2Q,Other Block of Countries,Total Other Block of Countries,Total Country,2111,1536,575
2022,2Q,Southeast Asia,of which,Singapore,10981,7471,3509
2022,2Q,Southeast Asia,of which,Thailand,560,219,341
2022,2Q,Southeast Asia,Total Southeast Asia,Total Country,13368,8258,5110
2022,3Q,East Asia,of which,"China, People's Republic of",2449,1684,765
2022,3Q,East Asia,of which,"Hong Kong, SAR",2989,1644,1345
2022,3Q,East Asia,of which,Japan,6410,3416,2994
2022,3Q,East Asia,of which,"Korea, Republic of",1541,1174,367
2022,3Q,East Asia,of which,Taiwan,397,229,168
2022,3Q,East Asia,Total East Asia,Total Country,13788,8148,5640
2022,3Q,Europe,of which,Denmark,192,187,5
2022,3Q,Europe,of which,France,238,386,-147
2022,3Q,Europe,of which,Germany,1819,1341,478
2022,3Q,Europe,of which,Luxembourg,351,278,73
2022,3Q,Europe,of which,Netherlands,12132,10055,2077
2022,3Q,Europe,of which,Switzerland,386,6217,-5831
2022,3Q,Europe,of which,United Kingdom,2582,4507,-1925
2022,3Q,Europe,Total Europe,Total Country,20720,24961,-4241
2022,3Q,Latin America,of which,Bermuda,648,48,600
2022,3Q,Latin America,of which,Cayman Islands,2233,793,1440
2022,3Q,Latin America,of which,Virgin Islands (British),811,209,602
2022,3Q,Latin America,Total Latin America,Total Country,3648,1147,2501
2022,3Q,North America,of which,United States,9169,3414,5755
2022,3Q,North America,Total North America,Total Country,9267,3505,5762
2022,3Q,Oceania,of which,Australia,767,1569,-802
2022,3Q,Oceania,Total Oceania,Total Country,914,1702,-788
2022,3Q,Other Block of Countries,Total Other Block of Countries,Total Country,2223,2240,-17
2022,3Q,Southeast Asia,of which,Singapore,10867,8929,1938
2022,3Q,Southeast Asia,of which,Thailand,552,288,264
2022,3Q,Southeast Asia,Total Southeast Asia,Total Country,13118,9667,3451
